,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.093,9,10,10,piece-wise,139974,382473.0,-1.732,1.97,5.37,-1.726,54947341.8,125761954.5,-1.289,54947341.8,125304654.5,-1.28
heuristic_fw,0.001,9,10,10,piece-wise,139974,88037.7433655257,0.371,1.97,1.24,0.371,54947341.8,48105554.29922271,0.125,54947341.8,48095484.19,0.125
