,repeat,algorithm,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,689.27,2,2000,10,10,piece-wise,1787942,34559418.0,-18.329,1.22,23.58,-18.328,1774160844.8,13981531444.0,-6.881,1774160844.8,13695160144.0,-6.719
1,0,optimal_fw,0.0,2,2000,10,10,piece-wise,1787942,1768289.774,0.011,1.22,1.21,0.008,1774160844.8,1695710027.77,0.044,1774160844.8,1692498180.67,0.046
2,0,heuristic,0.805,6,2000,10,10,piece-wise,1787942,18427131.0,-9.306,1.22,12.57,-9.303,1774160844.8,12078728518.1,-5.808,1774160844.8,11876533118.1,-5.694
3,0,heuristic_fw,0.001,6,2000,10,10,piece-wise,1787942,1684974.9561065403,0.058,1.22,1.15,0.057,1774160844.8,1445106750.4664397,0.185,1774160844.8,1443148255.22,0.187
4,1,optimal,516.24,3,2000,10,10,piece-wise,1813973,38426467.0,-20.184,1.2,25.52,-20.267,1878963323.1,14551552139.0,-6.744,1878963323.1,14188841939.0,-6.551
5,1,optimal_fw,0.001,3,2000,10,10,piece-wise,1813973,1774294.612251,0.022,1.2,1.18,0.017,1878963323.1,1728633764.3542,0.08,1878963323.1,1724632808.03,0.082
6,1,heuristic,0.734,6,2000,10,10,piece-wise,1813973,18423299.0,-9.156,1.2,12.24,-9.2,1878963323.1,12924666665.3,-5.879,1878963323.1,12725952365.3,-5.773
7,1,heuristic_fw,0.001,6,2000,10,10,piece-wise,1813973,1714758.4386909956,0.055,1.2,1.14,0.05,1878963323.1,1558764677.9959946,0.17,1878963323.1,1555688853.87,0.172
8,0,optimal,1220.655,2,4000,10,10,piece-wise,3611169,77363016.0,-20.423,1.21,25.82,-20.339,3749359721.2,28094375247.2,-6.493,3749359721.2,27459781947.2,-6.324
9,0,optimal_fw,0.001,2,4000,10,10,piece-wise,3611169,3571462.509,0.011,1.21,1.19,0.017,3749359721.2,3586143688.08,0.044,3749359721.2,3578515354.18,0.046
10,0,heuristic,1.532,3,4000,10,10,piece-wise,3611169,58685915.0,-15.251,1.21,19.58,-15.182,3749359721.2,25895592218.4,-5.907,3749359721.2,25403424418.4,-5.775
11,0,heuristic_fw,0.001,3,4000,10,10,piece-wise,3611169,3455213.315071603,0.043,1.21,1.15,0.05,3749359721.2,3289917708.606,0.123,3749359721.2,3277520809.19,0.126
12,1,optimal,826.712,4,4000,10,10,piece-wise,3450029,62845879.0,-17.216,1.19,21.63,-17.176,3855354397.7,26649089964.4,-5.912,3855354397.7,26104507264.4,-5.771
13,1,optimal_fw,0.001,4,4000,10,10,piece-wise,3450029,3330819.946620128,0.035,1.19,1.15,0.034,3855354397.7,3364103986.585936,0.127,3855354397.7,3356332214.62,0.129
14,1,heuristic,1.879,4,4000,10,10,piece-wise,3450029,57625114.0,-15.703,1.19,19.83,-15.664,3855354397.7,25481546323.2,-5.609,3855354397.7,24868187623.2,-5.45
15,1,heuristic_fw,0.001,4,4000,10,10,piece-wise,3450029,3559185.452350579,-0.032,1.19,1.23,-0.034,3855354397.7,3351417662.7219043,0.131,3855354397.7,3342361840.19,0.133
