,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.088,5,10,10,piece-wise,76327,95131.0,-0.246,2.05,2.55,-0.244,31983327.8,42544743.5,-0.33,31983327.8,42427243.5,-0.327
heuristic_fw,0.004,5,10,10,piece-wise,76327,45179.663140708544,0.408,2.05,1.21,0.41,31983327.8,25145888.00979521,0.214,31983327.8,25144516.0,0.214
