no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
168,5,heuristic,0,piece-wise,0,1.257,14,790740,1769392.0,-1.238,1.76,3.93,-1.233,358012556.6,554906761.0,-0.55,358012556.6,554906761.0,-0.55
168,5,heuristic_fw,0,piece-wise,0,0.012,14,790740,746331.6150426642,0.056,1.76,1.66,0.057,358012556.6,326494634.0,0.088,358012556.6,326494634.0,0.088
