no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.5,0.0395,6.0,73238.0,101335.0,-0.406,2.13,2.965,-0.4075,27408053.450000003,46171508.150000006,-0.666,27408053.450000003,46035058.150000006,-0.661
50,10,heuristic_fw,10,piece-wise,0.5,0.0015,6.0,73238.0,44318.537972624064,0.394,2.13,1.29,0.394,27408053.450000003,23162337.147916548,0.154,27408053.450000003,23160809.105,0.154
100,10,heuristic,10,piece-wise,0.5,0.07300000000000001,8.0,132163.5,626785.0,-3.721,1.7149999999999999,7.9799999999999995,-3.709,62973448.05,253565386.1,-3.0115,62973448.05,252758286.1,-2.999
100,10,heuristic_fw,10,piece-wise,0.5,0.001,8.0,132163.5,90929.13558275336,0.312,1.7149999999999999,1.1749999999999998,0.314,62973448.05,52660204.67672622,0.162,62973448.05,52651181.8,0.162
