,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,1893.583,1801.272,1707.918,1784.847,1794.13,1600.674,1743.021,1674.771,1642.256,1684.344,1614.326,1679.909,1878.769,2010.109,2075.818,2265.741,2253.498,2220.294,2162.642,1961.095,2061.861,2193.249,2101.218,2092.606,2080.744,2032.511,1916.875,2200.694,2240.061,2059.364,2076.856,2218.676,2197.343,2201.044,2195.992,2113.483,2449.363,2224.778,2375.252,2245.929,2124.557,2279.599,2226.167,2077.462,1951.872,1627.776,1830.944,1763.03
1,1849.0336125507672,1760.6125208408876,1676.149043007224,1744.0406101507388,1749.3550225505096,1698.5389080606428,1731.7173258224027,1710.3027843375714,1942.0149496166555,1858.4811696682405,2208.363826647899,1902.5021501122433,1830.8705445589965,1957.1073170838913,2021.4866847182436,2205.3910106766402,2193.5010814154653,2161.191338940114,2105.111325969318,1918.3151507474938,2008.883091455374,2134.9526952571973,2046.0729722055005,2037.6226219398534,2026.6517344243284,1985.0518640266532,1912.9016681866285,2142.1028610673516,2180.3833829517457,2006.895587963517,2026.0241282749305,2159.69874075382,2139.058982236181,2142.828373533517,2138.400237561877,2060.0580959574627,2384.08606536856,2165.7326426381937,2311.9722191846386,2186.1953319391578,2069.1337427616577,2218.881174240729,2166.8880567730885,2022.9671426292098,1904.7425868401208,2087.2477923213655,1933.214336410424,1785.58849362097
2,1960.204206023673,1800.9940187256404,2132.5727902827857,1922.0116016385805,1770.5898540930789,1726.545388994166,1872.9818765750683,2006.4828690373608,1898.6348356917729,1818.3843113364,2158.1473485055544,1863.3379232283114,1820.5647514362547,1916.0215667066252,1976.52394543471,2155.2723935227623,2143.7308144476046,2112.1213412600305,2057.6506670158624,1899.0330917567776,1966.2366446328558,2086.59838827824,2000.461568177229,1992.2458566128007,1982.3791459570164,1947.9633999533203,1929.1868321157294,2093.4729263138634,2130.8585682682155,1964.7361580955342,1987.0350218590206,2110.747664461643,2090.728441185284,2094.640117088516,2091.1180219101107,2018.8475054037133,2329.858542797057,2116.680404832616,2259.400006793931,2136.8262564419747,2024.2975990192317,2168.485951166641,2117.650930356229,1980.4300251935804,1882.3918691522863,2040.215140719368,1899.3976113162262,2153.6268061847463
3,1939.9895752754785,1828.768545286025,2105.178594890995,1902.7136597740607,2028.5151941980416,2090.1159351404694,1897.5916726943256,1981.0194817285021,1881.5448053890516,1813.75103484611,2130.279970579921,1876.3250406119432,1885.5422435772823,1899.1505080039826,1952.2943123263306,2127.476255574187,2116.147126352111,2084.9183756483058,2031.4482697443455,1908.4282897776052,1944.358574121066,2059.8219350070917,1975.2430749846308,1967.218544903766,1960.450775432639,1949.8211800514775,1955.3538287979263,2066.512517359015,2103.3967792710287,1945.867099688971,1963.0974572551047,2083.6201608194874,2064.0526776774063,2068.080309434584,2065.1729156748843,1998.444153732524,2299.757713338708,2089.5204954539627,2230.2228433696614,2109.553136839474,2000.2452899860305,2140.5443656911366,2090.3621790023053,1982.9065679208531,1969.504976021855,2016.6806077352992,1901.07994281576,2126.2340061942773
4,1932.328658751101,1877.0538538590151,2080.262145293951,1882.5672095311784,2004.6647974087502,2065.242229857084,1880.010733398629,1964.3809542235474,1990.9394727848298,2085.8385172842927,2104.8915419863083,1900.9811495604552,1943.9339301972152,1965.2987300280022,1934.7855793593544,2102.1361691026086,2090.995148590549,2060.1616920642773,2008.0552629502465,1967.978203783429,1942.2189765279422,2035.4870478017656,1952.7336681928266,1945.233605648465,1941.3610989466993,1958.9372269459586,1971.6625743093866,2042.0258318658782,2078.4455511579135,1975.9528362414578,1949.4256457349463,2059.018934942556,2039.8451913363333,2044.114674446486,2041.8447278524645,1978.9501413750145,2272.3222350116794,2064.9096943393856,2203.6267090828774,2084.6591051731502,1979.0563662140094,2115.145525742771,2065.5512090005614,1967.3436109202198,1953.3844712839827,2010.1576544560753,1990.5864227125687,2101.816282721798
5,1944.230595209588,1915.6273163494673,2060.51037981897,1878.5323077982036,1985.160260841879,2044.8583134335856,1902.5108995978135,1948.9152579700703,1971.5965608194233,2065.1575969555993,2084.032116158745,2078.2085120786924,2016.6375644370894,1959.6779227552327,1925.638600470964,2081.3081653452045,2070.339478116034,2039.9608556475134,1988.7005064812179,1950.8169490428775,1940.322148147014,2015.436241453951,1968.885783669852,1976.4143588331629,2000.0130699675924,2029.3629974070966,1953.6317958972452,2021.9059092710277,2058.012951000053,1967.0880525764692,1997.4344434179416,2038.895497164279,2019.863531821678,2024.222596245404,2022.6549529555625,1967.1827005746618,2249.7130107896724,2044.716712489487,2181.756319266907,2064.309266365937,1965.6792699013524,2094.1974895556614,2045.267162546428,1974.1610301527169,2029.2803188043356,1991.737361274031,1971.4591789607734,2082.2986901615322
6,1947.4634026411886,1917.9060064342793,2045.120195265164,1900.0289621318707,1970.1665594661904,2028.8142454375127,2070.2663471787014,2032.6937272074274,1977.6100375776994,2049.421024840607,2067.541598659163,2061.848127263817,2001.1222490216194,1948.266738456862,1933.4395553496608,2064.877868364001,2054.0421525343177,2023.9595135486657,1974.2688649785714,2013.2935770863305,2026.2964572893732,2006.6896903933496,1956.1780970523166,1962.3569268129318,1984.5509002188903,2014.4193706148214,2007.5705206736682,2009.7140216429236,2041.8589273258767,1955.4917879926843,1982.6677767675785,2022.965444047406,2004.6777575422002,2009.5418830837298,2012.6847095537348,1972.938049019842,2231.787332733347,2028.6992998671483,2164.4019003352187,2048.7585653704336,1964.7690502918135,2077.655573234757,2029.2099418609512,1975.455460605757,2017.246856578907,1978.0905299750186,1969.973728408529,2069.521687263139
7,1966.9876200346412,1935.9000243235482,2032.650256618916,1984.260156720111,1976.1838515923575,2017.1267679252485,2055.9810767294216,2018.874828117452,1965.4699850566847,2035.2922405629222,2053.3120400909183,2047.6846843836806,2000.4469419024035,2016.8054279275539,2014.9324935131476,2050.848138621631,2039.8998768908662,2010.2780331482832,1962.9079391675568,1999.6890680191461,2012.6242035658502,1993.9976684199628,1994.8691613385301,1962.3468984504618,1972.3730571821718,2000.9734615581892,1994.1045039700352,1996.1680565974843,2027.8127824817714,2051.777912765539,2005.1839666508085,2014.152762252793,1991.702867834012,1996.2368492503624,2000.7048979648073,1969.083346211641,2216.2193087792766,2015.035945511861,2149.3346042205053,2035.0360269456862,1962.175863876942,2063.4688730976704,2016.0556268564803,1970.5937499699803,2004.341428514545,1976.05629112277,1968.1669837741606,2062.1944494892095
8,2011.7701672302087,2039.3807007841963,2031.7326623604442,1975.5190955497126,1970.6041878268331,2007.7709993436765,2045.8548640337153,2010.8755635126013,1967.1662442188626,2025.3041255762967,2043.2214213193333,2037.638179075434,1991.507044875677,2007.894610253808,2005.9454930295353,2040.8213016661327,2029.9051170256546,2003.1671539697666,1976.263107411542,1991.3435254635904,2003.0934131998627,1984.6233474777614,1988.3029860213874,1998.6802096328963,2016.7396150031454,1994.4231080646414,1984.8687065259026,1986.9236536185033,2018.7390292324396,2041.7652136353804,1996.3976220881536,2005.2090737149238,1982.6238247481772,1987.3930552884644,1997.1204944543945,1992.67185526188,2205.1698432763637,2005.395615734155,2138.670670405562,2025.3068246836137,1967.1273317139974,2053.393210219338,2006.9536558771986,1972.1257641262575,1996.836191863252,2000.8772430964889,1988.0402076412388,2055.1656688675953
9,2004.3064794272673,2031.4344632750874,2025.7671514380036,2017.37861753397,2019.031058206099,2006.7303496223465,2037.7863734041814,2004.14039643234,1981.5184769436382,2019.6886752722703,2035.174703773801,2029.6318977939104,1984.2991655295482,2000.7269362878144,1998.8252443352203,2032.8365915105799,2023.0565020450724,2000.5449778973552,2015.2425890107804,1991.8202317061914,1996.5937252077242,1977.4161498977223,1981.2916318770938,1991.9164229333755,2010.2380050890804,1987.9749798888372,1978.4292309665075,1980.3541694462492,2011.7155011913717,2033.7908802538125,1990.768861779732,2008.0690998041098,2026.3574583044715,1987.5229400776898,1991.0437791492275,1985.717028778438,2196.369826933294,1997.9968446808869,2130.178808137478,2025.9434176992168,1990.7442035435454,2045.4760430306515,2004.5321325670725,1996.9229822305736,1998.4583917671796,1994.5886388950914,1980.825961202649,2047.1450032214395
