,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,803.805,12,5000,5,5000,piece-wise,2529246,3083682.0,-0.219,1.26,1.53,-0.214,1636541560.4,3956436951.5,-1.418,1636541560.4,3858366951.5,-1.358
optimal_fw,0.011,12,5000,5,5000,piece-wise,2529246,2219738.4614889063,0.122,1.26,1.1,0.127,1636541560.4,1502811479.545617,0.082,1636541560.4,1502715953.56,0.082
heuristic,1.966,6,5000,5,5000,piece-wise,2529246,3825913.0,-0.513,1.26,1.9,-0.508,1636541560.4,14401602543.1,-7.8,1636541560.4,14036642543.1,-7.577
heuristic_fw,0.012,6,5000,5,5000,piece-wise,2529246,2316400.120193493,0.084,1.26,1.15,0.087,1636541560.4,1534020660.5660849,0.063,1636541560.4,1532963375.16,0.063
