,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,2896.868,5,8000,6,10,piece-wise,4664884,62467730.0,-12.391,1.23,16.5,-12.415,4264832569.9,34653596447.0,-7.125,4264832569.9,34142092247.0,-7.005
optimal_fw,0.001,5,8000,6,10,piece-wise,4664884,4463037.281649801,0.043,1.23,1.18,0.041,4264832569.9,3708462594.826158,0.13,4264832569.9,3702028107.28,0.132
heuristic,7.974,5,8000,6,10,piece-wise,4664884,77690721.0,-15.654,1.23,20.52,-15.683,4264832569.9,33370395665.8,-6.825,4264832569.9,32825718465.8,-6.697
heuristic_fw,0.001,5,8000,6,10,piece-wise,4664884,4411349.445075654,0.054,1.23,1.17,0.049,4264832569.9,3619405498.6585426,0.151,4264832569.9,3614116337.54,0.153
