,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,1011.77,26,5000,5,1,piece-wise,2366197,8072079.0,-2.411,1.18,4.03,-2.415,1742394088.6,57674702213.0,-32.101,1742394088.6,57674273013.0,-32.101
optimal_fw,0.007,26,5000,5,1,piece-wise,2366197,2032366.8763246944,0.141,1.18,1.02,0.136,1742394088.6,1536033503.0320754,0.118,1742394088.6,1536033081.29,0.118
heuristic,2.956,22,5000,5,1,piece-wise,2366197,7287519.0,-2.08,1.18,3.64,-2.085,1742394088.6,52551056999.7,-29.16,1742394088.6,52550671650.7,-29.16
heuristic_fw,0.008,22,5000,5,1,piece-wise,2366197,2040056.0670188926,0.138,1.18,1.02,0.136,1742394088.6,1536379444.0335145,0.118,1742394088.6,1536378979.11,0.118
