,0,1,2,3
total_demand,821787.0,821787.0,821787.0,821787.0
PAR,2.85,2.42,2.85,2.85
inconvenient,0.0,41800.0,0.0,0.0
step_size,1.0,0.29375325896384785,0.001,0.0
objective,11604625.8,11578804.0,11604625.8,11604625.8
cost,11604625.8,11537004.0,11604625.8,11604625.8
run_time,0.0,16.339999999999996,15.799999999999999,16.6
max_demand,48811.0,41362.0,48811.0,48811.0
