no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.07,9,125419,336800.0,-1.685,1.69,4.54,-1.686,60699373.3,250658883.3,-3.13,60699373.3,249939283.3,-3.118
100,10,heuristic_fw,10,piece-wise,0.001,9,125419,83832.11023052922,0.332,1.69,1.13,0.331,60699373.3,50371296.97298471,0.17,60699373.3,50364510.48,0.17
