,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,754.167,20,5000,5,100,piece-wise,2529246,6800562.0,-1.689,1.26,3.38,-1.683,1636541560.4,34940202236.6,-20.35,1636541560.4,34930574436.6,-20.344
optimal_fw,0.01,20,5000,5,100,piece-wise,2529246,2081975.7177603215,0.177,1.26,1.04,0.175,1636541560.4,1446582655.9070656,0.116,1636541560.4,1446573960.6,0.116
heuristic,2.528,20,5000,5,100,piece-wise,2529246,14390374.0,-4.69,1.26,7.16,-4.683,1636541560.4,72795703111.3,-43.481,1636541560.4,72762974011.3,-43.461
heuristic_fw,0.01,20,5000,5,100,piece-wise,2529246,2109910.538573119,0.166,1.26,1.05,0.167,1636541560.4,1447049253.7329156,0.116,1636541560.4,1447033907.34,0.116
