,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.076,13,100,10,10,piece-wise,127965,391222.0,-2.057,1.58,4.84,-2.063,69182946.6,346671595.5,-4.011,69182946.6,345274495.5,-3.991
heuristic_fw,0.001,13,100,10,10,piece-wise,127965,92412.2049984923,0.278,1.58,1.14,0.278,69182946.6,55587771.19885342,0.197,69182946.6,55567693.89,0.197
