no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.034,9,63353,242549.0,-2.829,1.66,6.34,-2.819,38196427.1,150470301.0,-2.939,38196427.1,149853701.0,-2.923
50,10,heuristic_fw,10,piece-wise,0.001,9,63353,41871.37457371935,0.339,1.66,1.09,0.343,38196427.1,26079025.85076906,0.317,38196427.1,26072814.37,0.317
100,10,heuristic,10,piece-wise,0.092,10,117309,709386.0,-5.047,1.47,8.89,-5.048,84179736.6,471603387.7,-4.602,84179736.6,469138887.7,-4.573
100,10,heuristic_fw,10,piece-wise,0.001,10,117309,88269.72661885891,0.248,1.47,1.11,0.245,84179736.6,56110014.34927104,0.333,84179736.6,56081848.16,0.334
