,0,1
max_demand,5576341.0,5576341.0
objective,6108104088.6,6108104088.6
step_size,1.0,0.0
cost,6108104088.6,6108104088.6
PAR,1.18,1.18
total_demand,226056604.0,226056604.0
run_time,0.0,0.0003662109375
inconvenient,0.0,0.0
