,0,1
max_demand,5576341.0,127541941.0
objective,6108104088.6,45639103364.8
step_size,1.0,0.0
cost,6108104088.6,44522269264.8
PAR,1.18,27.08
total_demand,226056604.0,226056604.0
run_time,0.0,4502.110000000036
inconvenient,0.0,1116834100.0
