,0,1,2,3,4
objective,15184008.2,26010075.6,17650994.3,15033312.7,14963547.3
inconvenient,0.0,3013.0,708.0,307.0,307.0
max_demand,48990.0,73622.0,54773.0,48990.0,48990.0
cost,15184008.2,26007062.6,17650286.3,15033005.7,14963240.3
PAR,2.38,3.57,2.66,2.38,2.38
step_size,1.0,0.38600000000000023,0.118,0.037000000000000005,0.0
total_demand,989727.0,989727.0,989727.0,989727.0,989727.0
run_time,0.0,0.048000000000000036,0.047000000000000035,0.04500000000000003,0.04900000000000004
