,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,20.905,10,10,10,piece-wise,136617,348427.0,-1.55,1.86,4.75,-1.554,59178987.6,212354312.4,-2.588,59178987.6,211889112.4,-2.58
optimal_fw,0.001,10,10,10,piece-wise,136617,86322.72679751852,0.368,1.86,1.18,0.366,59178987.6,49603494.478811495,0.162,59178987.6,49599307.51,0.162
heuristic,0.075,11,10,10,piece-wise,136617,343749.0,-1.516,1.86,4.69,-1.522,59178987.6,179642263.2,-2.036,59178987.6,179171063.2,-2.028
heuristic_fw,0.001,11,10,10,piece-wise,136617,87932.93968571101,0.356,1.86,1.2,0.355,59178987.6,49651308.62531002,0.161,59178987.6,49645444.67,0.161
