,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,868.963,27,5000,5,5,piece-wise,2529246,9071433.0,-2.587,1.26,4.51,-2.579,1636541560.4,51475941166.4,-30.454,1636541560.4,51474276606.4,-30.453
optimal_fw,0.008,27,5000,5,5,piece-wise,2529246,2074695.9080605544,0.18,1.26,1.03,0.183,1636541560.4,1446486777.57753,0.116,1636541560.4,1446485172.59,0.116
heuristic,2.733,27,5000,5,5,piece-wise,2529246,27411562.0,-9.838,1.26,13.63,-9.817,1636541560.4,132104192370.8,-79.722,1636541560.4,132090053195.8,-79.713
heuristic_fw,0.008,27,5000,5,5,piece-wise,2529246,2060058.0389344255,0.186,1.26,1.02,0.19,1636541560.4,1446308106.4262767,0.116,1636541560.4,1446296082.78,0.116
