no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic,1,piece-wise,0,0.008,5,18305,19572.0,-0.069,3.31,3.54,-0.069,4380607.6,4650701.8,-0.062,4380607.6,4650621.8,-0.062
10,5,heuristic_fw,1,piece-wise,0,0.022,5,18305,12287.02177297213,0.329,3.31,2.22,0.329,4380607.6,3721214.454637963,0.151,4380607.6,3721202.05,0.151
