,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.06,7,40,10,10,piece-wise,64008,116546.0,-0.821,2.14,3.9,-0.822,24327679.8,55997669.2,-1.302,24327679.8,55841769.2,-1.295
heuristic_fw,0.002,7,40,10,10,piece-wise,64008,38268.502172191,0.402,2.14,1.28,0.402,24327679.8,20174156.80156221,0.171,24327679.8,20173056.32,0.171
