,0,1,2,3,4,5,6,7,8,9,10
max_demand,108085.0,96181.65834189128,86716.27367501322,82798.73665206335,79860.92501438202,77268.33427713344,74808.40499774671,73145.77779625823,72225.73168490687,71456.5816363729,71456.5816363729
step_size,1.0,0.11599999999999998,0.10299999999999998,0.046,0.036000000000000004,0.033,0.033,0.023,0.013,0.011,0.0
PAR,1.75,1.56,1.41,1.34,1.29,1.25,1.21,1.19,1.17,1.16,1.16
cost,54065738.3,45878436.83,42984299.16,42550794.53,42315755.48,42172950.83,42062388.72,42002568.54,41975297.89,41955719.83,41955719.83
total_demand,2960794.0,2960794.0000000005,2960794.0000000005,2960794.0000000005,2960794.0000000005,2960793.999999999,2960794.0000000005,2960794.0000000005,2960793.9999999995,2960794.0,2960794.0
inconvenient,0.0,134919.59999999998,116830.88119999997,47590.1794648,41486.7535392672,39121.937133204185,34345.676074604264,20809.349450284102,12413.578457146306,9624.85063697139,9624.85063697139
run_time,0.0,0.0036559104919433594,0.0039768218994140625,0.002093076705932617,0.0014641284942626953,0.0014729499816894531,0.0016360282897949219,0.0012960433959960938,0.0008678436279296875,0.0007569789886474609,0.0005049705505371094
objective,54065738.3,46013356.43,43101130.0412,42598384.7094648,42357242.23353926,42212072.7671332,42096734.3960746,42023377.88945028,41987711.46845715,41965344.68063697,41965344.68063697
