,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.092,8,10,10,piece-wise,154975,436242.0,-1.815,1.91,5.36,-1.806,62568388.9,179860629.3,-1.875,62568388.9,179463029.3,-1.868
heuristic_fw,0.002,8,10,10,piece-wise,154975,96396.57199174038,0.378,1.91,1.19,0.377,62568388.9,54929475.898006335,0.122,62568388.9,54919257.37,0.122
