no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.028,7,77300,216175.0,-1.797,1.95,5.45,-1.795,37357714.0,100584703.3,-1.692,37357714.0,100313703.3,-1.685
50,10,heuristic_fw,10,piece-wise,0.001,7,77300,47756.49006792558,0.382,1.95,1.2,0.385,37357714.0,26828489.426172458,0.282,37357714.0,26825281.62,0.282
100,10,heuristic,10,piece-wise,0.095,12,127840,356336.0,-1.787,1.68,4.69,-1.792,65878743.0,287751843.2,-3.368,65878743.0,286545643.2,-3.35
100,10,heuristic_fw,10,piece-wise,0.001,12,127840,87144.86634747298,0.318,1.68,1.15,0.315,65878743.0,51737394.10772953,0.215,65878743.0,51722373.99,0.215
