,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.159,10,200,10,10,piece-wise,270490,927172.0,-2.428,1.75,5.99,-2.423,117263797.5,557438720.9,-3.754,117263797.5,555236020.9,-3.735
heuristic_fw,0.001,10,200,10,10,piece-wise,270490,187135.16107980142,0.308,1.75,1.21,0.309,117263797.5,105309576.29429492,0.102,117263797.5,105287254.33,0.102
