no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.076,6,166805,131274.0,0.213,1.98,1.55,0.217,63789726.1,59233585.2,0.071,63789726.1,59099185.2,0.074
100,10,heuristic_fw,10,piece-wise,0.002,6,166805,100202.22345231687,0.399,1.98,1.19,0.399,63789726.1,56934670.1233714,0.107,63789726.1,56932483.49,0.107
