,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.025,5,10,10,piece-wise,78966,148679.0,-0.883,2.15,4.05,-0.884,30560349.6,62665107.7,-1.051,30560349.6,62534607.7,-1.046
heuristic_fw,0.002,5,10,10,piece-wise,78966,47924.07540489147,0.393,2.15,1.3,0.395,30560349.6,24771610.361243878,0.189,30560349.6,24768052.13,0.19
