,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,9.069,10,50,5,0,piece-wise,65611,280181.0,-3.27,3.35,14.3,-3.269,14312918.0,1239576709.5,-85.605,14312918.0,1239576709.5,-85.605
1,0,optimal_fw,0.008,10,50,5,0,piece-wise,65611,44114.761021418024,0.328,3.35,2.25,0.328,14312918.0,13210816.61,0.077,14312918.0,13210816.61,0.077
2,0,heuristic,0.042,3,50,5,0,piece-wise,65611,45476.0,0.307,3.35,2.32,0.307,14312918.0,13189571.1,0.078,14312918.0,13189571.1,0.078
3,0,heuristic_fw,0.009,3,50,5,0,piece-wise,65611,35417.99340179013,0.46,3.35,1.81,0.46,14312918.0,13169412.78,0.08,14312918.0,13169412.78,0.08
4,0,optimal,9.293,10,50,5,1,piece-wise,65611,280181.0,-3.27,3.35,14.3,-3.269,14312918.0,1239576709.5,-85.605,14312918.0,1239576709.5,-85.605
5,0,optimal_fw,0.009,10,50,5,1,piece-wise,65611,44114.761021418024,0.328,3.35,2.25,0.328,14312918.0,13210816.61,0.077,14312918.0,13210816.61,0.077
6,0,heuristic,0.042,4,50,5,1,piece-wise,65611,41390.0,0.369,3.35,2.11,0.37,14312918.0,13174151.3,0.08,14312918.0,13174151.3,0.08
7,0,heuristic_fw,0.008,4,50,5,1,piece-wise,65611,33492.66301935134,0.49,3.35,1.71,0.49,14312918.0,13168861.97,0.08,14312918.0,13168861.97,0.08
8,0,optimal,9.709,10,50,5,5,piece-wise,65611,280181.0,-3.27,3.35,14.3,-3.269,14312918.0,1239576709.5,-85.605,14312918.0,1239576709.5,-85.605
9,0,optimal_fw,0.009,10,50,5,5,piece-wise,65611,44114.761021418024,0.328,3.35,2.25,0.328,14312918.0,13210816.61,0.077,14312918.0,13210816.61,0.077
10,0,heuristic,0.042,3,50,5,5,piece-wise,65611,45015.0,0.314,3.35,2.3,0.313,14312918.0,13186578.2,0.079,14312918.0,13186578.2,0.079
11,0,heuristic_fw,0.009,3,50,5,5,piece-wise,65611,33489.76416502967,0.49,3.35,1.71,0.49,14312918.0,13168862.01,0.08,14312918.0,13168862.01,0.08
12,0,optimal,9.883,10,50,5,10,piece-wise,65611,280181.0,-3.27,3.35,14.3,-3.269,14312918.0,1239576709.5,-85.605,14312918.0,1239576709.5,-85.605
13,0,optimal_fw,0.01,10,50,5,10,piece-wise,65611,44114.761021418024,0.328,3.35,2.25,0.328,14312918.0,13210816.61,0.077,14312918.0,13210816.61,0.077
14,0,heuristic,0.052,4,50,5,10,piece-wise,65611,49110.0,0.251,3.35,2.51,0.251,14312918.0,13198410.6,0.078,14312918.0,13198410.6,0.078
15,0,heuristic_fw,0.011,4,50,5,10,piece-wise,65611,34089.276802789966,0.48,3.35,1.74,0.481,14312918.0,13168937.91,0.08,14312918.0,13168937.91,0.08
