,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.034,9,10,10,piece-wise,63353,242549.0,-2.829,1.66,6.34,-2.819,38196427.1,150470301.0,-2.939,38196427.1,149853701.0,-2.923
heuristic_fw,0.001,9,10,10,piece-wise,63353,41871.37457371935,0.339,1.66,1.09,0.343,38196427.1,26079025.85076906,0.317,38196427.1,26072814.37,0.317
