,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.083,8,50,10,10,piece-wise,60761,290148.0,-3.775,1.68,8.04,-3.786,30914162.1,101924442.7,-2.297,30914162.1,101564742.7,-2.285
heuristic_fw,0.003,8,50,10,10,piece-wise,60761,41004.33252506183,0.325,1.68,1.14,0.321,30914162.1,24526717.846455477,0.207,30914162.1,24522234.45,0.207
