,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.082,3,10,10,piece-wise,99232,102232.0,-0.03,2.52,2.59,-0.028,30219623.2,32823934.1,-0.086,30219623.2,32783934.1,-0.085
heuristic_fw,0.004,3,10,10,piece-wise,99232,56335.41699761879,0.432,2.52,1.43,0.433,30219623.2,26548506.3512,0.121,30219623.2,26543951.3,0.122
