,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,800.88,14,5000,5,5000,piece-wise,2449363,2878456.0,-0.175,1.22,1.43,-0.172,1641650390.2,4778356292.3,-1.911,1641650390.2,4678736292.3,-1.85
optimal_fw,0.011,14,5000,5,5000,piece-wise,2449363,2153195.097625746,0.121,1.22,1.07,0.123,1641650390.2,1524251409.4595776,0.072,1641650390.2,1524162133.09,0.072
heuristic,1.988,5,5000,5,5000,piece-wise,2449363,3457195.0,-0.411,1.22,1.72,-0.41,1641650390.2,15253219420.4,-8.291,1641650390.2,14946664420.4,-8.105
heuristic_fw,0.015,5,5000,5,5000,piece-wise,2449363,2241723.295122815,0.085,1.22,1.11,0.09,1641650390.2,1546713202.2942357,0.058,1641650390.2,1546392434.01,0.058
