,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.069,7,10,10,piece-wise,125456,309370.0,-1.466,1.83,4.52,-1.47,61955301.1,211647124.8,-2.416,61955301.1,210975724.8,-2.405
heuristic_fw,0.001,7,10,10,piece-wise,125456,80713.64519335127,0.357,1.83,1.18,0.355,61955301.1,46326246.62444899,0.252,61955301.1,46318845.6,0.252
