,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.031,6,10,10,piece-wise,91492,101095.0,-0.105,2.65,2.93,-0.106,26863562.0,33675627.7,-0.254,26863562.0,33621727.7,-0.252
heuristic_fw,0.001,6,10,10,piece-wise,91492,52690.75015878533,0.424,2.65,1.53,0.423,26863562.0,23219654.09679675,0.136,26863562.0,23218673.22,0.136
