no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
168,5,heuristic,1,piece-wise,0,3.569,1,790740,1560078,-0.973,1.76,3.47,-0.972,358012556.6,1304705623.0,-2.644,358012556.6,1304155519.6,-2.643
168,5,heuristic_fw,1,piece-wise,0,0.0,1,790740,790740,0.0,1.76,1.76,0.0,358012556.6,358012556.6,0.0,358012556.6,358012556.6,0.0
