,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.038,9,50,10,10,piece-wise,66668,176841.0,-1.653,2.07,5.48,-1.647,29868790.4,100380380.2,-2.361,29868790.4,99980080.2,-2.347
heuristic_fw,0.001,9,50,10,10,piece-wise,66668,42452.973413111875,0.363,2.07,1.32,0.362,29868790.4,21868199.572231077,0.268,29868790.4,21863056.09,0.268
