no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
50,10,heuristic,10,piece-wise,0.039,6,80117,98635.0,-0.231,2.28,2.81,-0.232,28408890.5,48405909.7,-0.704,28408890.5,48276509.7,-0.699
50,10,heuristic_fw,10,piece-wise,0.002,6,80117,48045.55954058544,0.4,2.28,1.37,0.399,28408890.5,23694553.037625775,0.166,28408890.5,23690719.04,0.166
100,10,heuristic,10,piece-wise,0.092,8,127148,469141.0,-2.69,1.77,6.53,-2.689,61461683.1,282887453.0,-3.603,61461683.1,282042953.0,-3.589
100,10,heuristic_fw,10,piece-wise,0.001,8,127148,84584.01816795215,0.335,1.77,1.18,0.333,61461683.1,48782532.01048918,0.206,61461683.1,48774004.39,0.206
