,repeat,algorithm,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,heuristic,0.028,5,20,10,10,piece-wise,36108,37150.0,-0.029,2.67,2.75,-0.03,11083044.0,13395513.0,-0.209,11083044.0,13373113.0,-0.207
1,0,heuristic_fw,0.003,5,20,10,10,piece-wise,36108,20869.296758658144,0.422,2.67,1.54,0.423,11083044.0,9109233.013425553,0.178,11083044.0,9107739.29,0.178
2,1,heuristic,0.024,4,20,10,10,piece-wise,37025,37025.0,0.0,3.01,3.01,0.0,10931516.0,10172092.9,0.069,10931516.0,10141192.9,0.072
3,1,heuristic_fw,0.003,4,20,10,10,piece-wise,37025,21253.578734620387,0.426,3.01,1.73,0.425,10931516.0,8277462.40624,0.243,10931516.0,8276483.23,0.243
4,0,heuristic,0.061,5,40,10,10,piece-wise,69879,80807.0,-0.156,2.63,3.04,-0.156,20752464.3,25741789.5,-0.24,20752464.3,25669189.5,-0.237
5,0,heuristic_fw,0.003,5,40,10,10,piece-wise,69879,41567.52031819846,0.405,2.63,1.57,0.403,20752464.3,17878465.27753408,0.138,20752464.3,17876521.84,0.139
6,1,heuristic,0.06,7,40,10,10,piece-wise,64008,116546.0,-0.821,2.14,3.9,-0.822,24327679.8,55997669.2,-1.302,24327679.8,55841769.2,-1.295
7,1,heuristic_fw,0.002,7,40,10,10,piece-wise,64008,38268.502172191,0.402,2.14,1.28,0.402,24327679.8,20174156.80156221,0.171,24327679.8,20173056.32,0.171
8,0,heuristic,0.104,8,80,10,10,piece-wise,108026,407048.0,-2.768,1.77,6.68,-2.774,50549809.1,178603442.9,-2.533,50549809.1,178029242.9,-2.522
9,0,heuristic_fw,0.002,8,80,10,10,piece-wise,108026,70930.98050123651,0.343,1.77,1.16,0.345,50549809.1,41304203.98195907,0.183,50549809.1,41297752.1,0.183
10,1,heuristic,0.114,7,80,10,10,piece-wise,106669,406675.0,-2.812,1.71,6.5,-2.801,59983780.7,258007704.0,-3.301,59983780.7,257027904.0,-3.285
11,1,heuristic_fw,0.003,7,80,10,10,piece-wise,106669,70218.27817363104,0.342,1.71,1.12,0.345,59983780.7,42544861.230378486,0.291,59983780.7,42520937.29,0.291
12,0,heuristic,0.148,7,100,10,10,piece-wise,133750,668899.0,-4.001,1.67,8.33,-3.988,66182191.6,380012071.0,-4.742,66182191.6,378786171.0,-4.723
13,0,heuristic_fw,0.002,7,100,10,10,piece-wise,133750,93179.14717203777,0.303,1.67,1.16,0.305,66182191.6,54698465.32754107,0.174,66182191.6,54678429.49,0.174
14,1,heuristic,0.156,9,100,10,10,piece-wise,133652,361667.0,-1.706,1.81,4.91,-1.713,56907535.4,280955269.7,-3.937,56907535.4,280278069.7,-3.925
15,1,heuristic_fw,0.002,9,100,10,10,piece-wise,133652,88054.58507612142,0.341,1.81,1.2,0.337,56907535.4,49879101.734315865,0.124,56907535.4,49872174.58,0.124
