no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
20,10,heuristic,10,piece-wise,0.5,0.026000000000000002,4.5,36566.5,37087.5,-0.0145,2.84,2.88,-0.015,11007280.0,11783802.95,-0.06999999999999999,11007280.0,11757152.95,-0.0675
20,10,heuristic_fw,10,piece-wise,0.5,0.003,4.5,36566.5,21061.437746639265,0.424,2.84,1.635,0.424,11007280.0,8693347.709832776,0.2105,11007280.0,8692111.26,0.2105
40,10,heuristic,10,piece-wise,0.5,0.0605,6.0,66943.5,98676.5,-0.4885,2.385,3.4699999999999998,-0.489,22540072.05,40869729.35,-0.771,22540072.05,40755479.35,-0.766
40,10,heuristic_fw,10,piece-wise,0.5,0.0025,6.0,66943.5,39918.011245194735,0.4035,2.385,1.425,0.4025,22540072.05,19026311.039548144,0.15450000000000003,22540072.05,19024789.08,0.15500000000000003
80,10,heuristic,10,piece-wise,0.5,0.109,7.5,107347.5,406861.5,-2.79,1.74,6.59,-2.7875,55266794.900000006,218305573.45,-2.917,55266794.900000006,217528573.45,-2.9035
80,10,heuristic_fw,10,piece-wise,0.5,0.0025,7.5,107347.5,70574.62933743378,0.3425,1.74,1.1400000000000001,0.345,55266794.900000006,41924532.60616878,0.237,55266794.900000006,41909344.695,0.237
100,10,heuristic,10,piece-wise,0.5,0.152,8.0,133701.0,515283.0,-2.8535000000000004,1.74,6.62,-2.8505000000000003,61544863.5,330483670.35,-4.3395,61544863.5,329532120.35,-4.324
100,10,heuristic_fw,10,piece-wise,0.5,0.002,8.0,133701.0,90616.86612407959,0.322,1.74,1.18,0.321,61544863.5,52288783.53092846,0.149,61544863.5,52275302.035,0.149
