,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
cost,1323968126.9,1278464759.76,1251810391.32,1235657862.52,1224107295.19,1215506231.52,1211539973.72,1200585062.29,1197701977.55,1194918534.38,1191178180.46,1187873339.48,1185160004.47,1182573912.5,1182014527.58,1181423747.52,1180934032.09,1179986392.74,1179595106.62,1179595106.62
objective,1323968126.9,1278597957.699,1251899568.017037,1235711736.4996355,1224149459.4202037,1215532318.5039282,1211568281.6400805,1200608716.8223586,1197732828.0273383,1194933390.9226134,1191205090.0501165,1187889819.113689,1185178166.3929305,1182586015.305848,1182020421.7543883,1181431858.0164769,1180942561.8775105,1179993375.3310626,1179602355.0568178,1179602355.0568178
run_time,0.0,0.01244807243347168,0.009971857070922852,0.0074727535247802734,0.006387233734130859,0.00588679313659668,0.0035331249237060547,0.01028895378112793,0.003556966781616211,0.003554821014404297,0.006375312805175781,0.006126880645751953,0.005299091339111328,0.007200717926025391,0.0017981529235839844,0.002372264862060547,0.002379894256591797,0.0035500526428222656,0.0018198490142822266,0.0006639957427978516
total_demand,78203189.0,78203189.00000001,78203189.0,78203189.00000003,78203189.0,78203188.99999999,78203188.99999999,78203188.99999999,78203189.0,78203189.00000001,78203189.0,78203188.99999999,78203189.0,78203188.99999999,78203189.0,78203189.0,78203188.99999999,78203189.0,78203189.00000001,78203189.00000001
max_demand,2037865.0,1995495.088444814,1961839.7413022919,1938426.7151944062,1919129.4450400218,1901926.207729378,1892435.576943054,1860520.2610096037,1851236.2463112639,1841998.5589390623,1825486.7293607136,1809122.9132076206,1794700.484159184,1775057.1918259047,1771508.8524994447,1766199.6386969949,1760906.3366136204,1752119.3963936574,1748616.9117192666,1748616.9117192666
step_size,1.0,0.02100000000000001,0.017000000000000008,0.012000000000000004,0.010000000000000002,0.009000000000000001,0.005,0.017000000000000008,0.005,0.005,0.009000000000000001,0.009000000000000001,0.008,0.011000000000000003,0.002,0.003,0.003,0.005,0.002,0.0
inconvenient,0.0,133197.93900000007,89176.69703700003,53873.97963555602,42164.230203644445,26086.983928167203,28307.920080359163,23654.532358633907,30850.47733820683,14856.542613308966,26909.590116480224,16479.633688951682,18161.922930488385,12102.805847764632,5894.174388304471,8110.496476835087,8529.787510569495,6982.591062447153,7248.436817875106,7248.436817875106
PAR,1.25,1.22,1.2,1.19,1.18,1.17,1.16,1.14,1.14,1.13,1.12,1.11,1.1,1.09,1.09,1.08,1.08,1.08,1.07,1.07
