,0,1,2,3
inconvenient,0.0,550103.4000000001,810710.5,259752.8
max_demand,790740.0,1560078.0,1502149.0,1536482.0
run_time,0.0,3.4659999999999966,3.6679999999999975,3.388999999999996
objective,358012556.6,1304705623.0,1198151761.2,1170367662.6
cost,358012556.6,1304155519.6,1197341050.7,1170107909.8
step_size,1.0,0.1181404695728167,0.1452020933314648,0.0
PAR,1.76,3.47,3.34,3.41
total_demand,21605076.0,21605076.0,21605076.0,21605076.0
