,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,808.313,11,5000,5,10000,piece-wise,2529246,2500600.0,0.011,1.26,1.24,0.016,1636541560.4,1661418469.7,-0.015,1636541560.4,1582498469.7,0.033
optimal_fw,0.011,11,5000,5,10000,piece-wise,2529246,2271128.00650426,0.102,1.26,1.13,0.103,1636541560.4,1523934971.3713942,0.069,1636541560.4,1523775853.35,0.069
heuristic,2.241,3,5000,5,10000,piece-wise,2529246,4329086.0,-0.712,1.26,2.15,-0.706,1636541560.4,13243750169.3,-7.093,1636541560.4,12723310169.3,-6.775
heuristic_fw,0.013,3,5000,5,10000,piece-wise,2529246,2382836.640168185,0.058,1.26,1.19,0.056,1636541560.4,1580539958.66,0.034,1636541560.4,1562125603.46,0.045
