,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
0,22912,46099,49825,34241,31364,57013,51903,34014,32344,27819,35821,21541,32785,48571,72440,53790,33353,67667,72219,46678,62000,66038,47280,63362,55547,29912,58280,45550,30031,54854,43430,32331,34024,57797,60862,51714,58374,61836,58836,47929,48023,68223,53254,38136,16049,38663,22946,23170
1,99341,5547,3889,127290,107573,165,203,69439,70169,41006,54621,96394,163663,12047,4,3831,139455,4,0,16925,1183,28,23431,425,3579,62386,710,127355,110643,2778,94564,162949,271841,204,80,3893,494,90,210,60358,24145,8,401,113722,43593,38663,19901,21650
2,156849,75993,44926,46407,58352,165,203,53014,58544,74969,166821,172972,19481,117015,14,18949,27970,201,105,93779,4300,673,54616,3031,31552,107657,5250,885,175743,62348,10264,23431,87,2714,2010,39468,10172,873,2331,34895,192295,229,20554,19180,96249,70763,20901,21650
3,156849,75993,44926,43407,49204,313,43503,73514,88344,107569,1321,26116,11185,2083,813,172071,222756,891,939,11160,5432,5206,73843,7501,36352,171132,46380,2000,2541,5790,21314,19881,447,13704,34310,181462,28826,5475,17421,32963,232,580,158264,83574,28249,43463,19901,21650
4,12276,2847,188962,97953,37141,46513,39603,58014,68344,85969,2321,80341,236203,13313,700,3963,10140,7205,939,73860,51682,5966,34577,41807,15002,7982,28180,23150,7341,27990,215864,171331,719,122154,15238,1268,15072,26623,28621,54829,647,3697,4404,15036,107749,61163,24501,21650
5,7876,96412,3489,2307,153412,114159,47640,62414,132644,175069,4121,167591,23553,17943,970,11163,5340,7105,1187,86312,70612,13424,34379,35317,21102,16982,54080,45550,29141,42390,28464,24381,1069,30902,44290,1268,15372,43523,248621,47929,833,1261,24704,7786,87049,63563,24501,21650
6,12276,6447,4289,211380,96750,54550,39603,31714,60344,134769,243721,1341,13953,20043,2570,25413,3870,4725,2769,72032,49032,39152,27079,12917,27852,208032,38980,13050,16841,18390,20164,22381,1969,16002,22090,33166,212472,38575,1611,12649,1173,5011,24804,145936,60349,43463,23501,21650
7,19476,12247,6489,5007,4204,253086,116749,70151,139944,252669,421,2541,13953,20043,1370,21363,7070,36655,1889,52232,47032,39152,24879,22317,235602,56782,26680,11550,17141,25590,20164,22381,1969,42202,54690,32814,37424,52075,411,29449,1173,52411,43004,19036,129549,71663,24501,21650
8,8576,121012,21189,5307,53204,1413,137211,133160,158281,289369,421,2541,13953,20043,1370,21363,7070,47155,1889,64232,54232,44252,33879,33317,21102,16982,54080,45550,29141,42390,28364,24381,1969,42202,54690,37014,36674,47275,6081,27529,1173,25311,44704,181936,69249,43463,23501,21650
9,12276,18647,128754,9307,40304,7611,216880,191429,26844,1369,10021,179641,37653,13143,1270,16563,17310,33805,1799,17432,23202,48702,285909,51417,14952,4782,13880,10150,19141,31590,28364,24381,1969,42202,54690,37014,35674,23375,42881,50329,1173,45511,43004,23536,133080,79494,26740,21650
10,101441,7947,7489,5307,53204,7611,269280,382329,30144,1369,4021,9041,30253,37143,1270,18563,17310,51505,1799,60632,59032,51452,33879,33317,25902,16982,54080,45550,29141,42390,28064,23481,3469,41902,54690,37014,35674,23375,42881,50329,1173,45511,43004,23536,133080,79494,23140,21650
