no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic,1,piece-wise,0,0.008,2,33600,33600.0,0.0,6.78,6.78,0.0,3904483.4,3904510.4,0.0,3904483.4,3904483.4,0.0
10,5,heuristic_fw,1,piece-wise,0,0.006,2,33600,19580.0,0.417,6.78,3.95,0.417,3904483.4,3333287.84,0.146,3904483.4,3333103.94,0.146
