,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.03,5,50,10,10,piece-wise,71480,120719.0,-0.689,2.0,3.37,-0.685,28304473.2,61018989.6,-1.156,28304473.2,60848789.6,-1.15
heuristic_fw,0.002,5,50,10,10,piece-wise,71480,44397.40271138439,0.379,2.0,1.24,0.38,28304473.2,24149678.08332684,0.147,28304473.2,24144953.49,0.147
