noh,name,demand,estart,pstart,lfinish,dur,caf,astart
2818,30,3.6137,0,90,143,3,1,90
2818,31,3.241433333,0,93,143,3,1,93
2818,32,3.603533333,0,96,143,3,1,96
2818,33,3.6097,0,99,143,3,1,99
2818,34,3.5783,0,102,143,3,1,102
2818,35,3.845033333,0,105,143,3,1,105
2818,36,3.564133333,0,108,143,3,1,108
2818,37,3.3974,0,111,143,3,1,111
2818,38,1.716966667,0,114,143,3,1,114
2818,39,2.252066667,0,117,143,3,1,117
2818,40,1.869,0,120,143,3,1,120
2818,41,0.928133333,0,123,143,3,1,123
2818,42,1.494733333,0,126,143,3,1,126
2818,43,1.073733333,0,129,143,3,1,129
2818,44,1.050533333,0,132,143,3,1,132
2818,45,0.6543,0,135,143,3,1,135
2818,46,1.0173,0,138,143,3,1,138
2818,47,0.855,0,141,143,3,1,141
2925,0,0,0,0,143,3,1,0
2925,1,0,0,3,143,3,1,3
2925,2,0,0,6,143,3,1,6
2925,3,0,0,9,143,3,1,9
2925,4,0,0,12,143,3,1,12
2925,5,0,0,15,143,3,1,15
2925,6,0,0,18,143,3,1,18
2925,7,0,0,21,143,3,1,21
2925,8,0,0,24,143,3,1,24
2925,9,0,0,27,143,3,1,27
2925,10,0,0,30,143,3,1,30
2925,11,0,0,33,143,3,1,33
2925,12,0,0,36,143,3,1,36
2925,13,0,0,39,143,3,1,39
2925,14,0,0,42,143,3,1,42
2925,15,0,0,45,143,3,1,45
2925,16,0,0,48,143,3,1,48
2925,17,0,0,51,143,3,1,51
2925,18,0,0,54,143,3,1,54
2925,19,0,0,57,143,3,1,57
2925,20,0,0,60,143,3,1,60
2925,21,0,0,63,143,3,1,63
2925,22,0,0,66,143,3,1,66
2925,23,0,0,69,143,3,1,69
2925,24,0,0,72,143,3,1,72
2925,25,0,0,75,143,3,1,75
2925,26,0,0,78,143,3,1,78
2925,27,0,0,81,143,3,1,81
2925,28,0,0,84,143,3,1,84
2925,29,0,0,87,143,3,1,87
2925,30,0,0,90,143,3,1,90
2925,31,0,0,93,143,3,1,93
2925,32,0,0,96,143,3,1,96
2925,33,0,0,99,143,3,1,99
2925,34,0,0,102,143,3,1,102
2925,35,0,0,105,143,3,1,105
2925,36,0,0,108,143,3,1,108
2925,37,0,0,111,143,3,1,111
2925,38,0,0,114,143,3,1,114
2925,39,0,0,117,143,3,1,117
2925,40,0,0,120,143,3,1,120
2925,41,0,0,123,143,3,1,123
2925,42,0,0,126,143,3,1,126
2925,43,0,0,129,143,3,1,129
2925,44,0,0,132,143,3,1,132
2925,45,0,0,135,143,3,1,135
2925,46,0,0,138,143,3,1,138
2925,47,0,0,141,143,3,1,141
2945,0,0.098466667,0,0,143,3,1,0
2945,1,0.148633333,0,3,143,3,1,3
2945,2,0.6207,0,6,143,3,1,6
2945,3,0.278166667,0,9,143,3,1,9
2945,4,0.631833333,0,12,143,3,1,12
2945,5,0.158733333,0,15,143,3,1,15
2945,6,0.593333333,0,18,143,3,1,18
2945,7,0.052333333,0,21,143,3,1,21
2945,8,0.151066667,0,24,143,3,1,24
2945,9,0.480866667,0,27,143,3,1,27
2945,10,0.0503,0,30,143,3,1,30
2945,11,0.155366667,0,33,143,3,1,33
2945,12,0.103,0,36,143,3,1,36
2945,13,0.062166667,0,39,143,3,1,39
2945,14,0.1539,0,42,143,3,1,42
2945,15,0.0905,0,45,143,3,1,45
2945,16,0.0743,0,48,143,3,1,48
2945,17,0.151266667,0,51,143,3,1,51
2945,18,0.420266667,0,54,143,3,1,54
2945,19,0.0809,0,57,143,3,1,57
2945,20,0.148933333,0,60,143,3,1,60
2945,21,0.470533333,0,63,143,3,1,63
2945,22,0.0999,0,66,143,3,1,66
2945,23,0.642733333,0,69,143,3,1,69
2945,24,0.046633333,0,72,143,3,1,72
2945,25,0.120333333,0,75,143,3,1,75
2945,26,0.705966667,0,78,143,3,1,78
2945,27,0.241366667,0,81,143,3,1,81
2945,28,0.678666667,0,84,143,3,1,84
2945,29,0.7113,0,87,143,3,1,87
2945,30,0.4709,0,90,143,3,1,90
2945,31,0.5515,0,93,143,3,1,93
2945,32,0.642733333,0,96,143,3,1,96
2945,33,0.668033333,0,99,143,3,1,99
2945,34,0.669033333,0,102,143,3,1,102
2945,35,0.7409,0,105,143,3,1,105
2945,36,0.601066667,0,108,143,3,1,108
2945,37,0.645366667,0,111,143,3,1,111
2945,38,0.681466667,0,114,143,3,1,114
2945,39,0.579266667,0,117,143,3,1,117
2945,40,0.646033333,0,120,143,3,1,120
2945,41,0.28,0,123,143,3,1,123
2945,42,0.3777,0,126,143,3,1,126
2945,43,0.567033333,0,129,143,3,1,129
2945,44,0.148866667,0,132,143,3,1,132
2945,45,0.033,0,135,143,3,1,135
2945,46,0.593933333,0,138,143,3,1,138
2945,47,0.115533333,0,141,143,3,1,141
2980,0,0,0,0,143,3,1,0
2980,1,0,0,3,143,3,1,3
2980,2,0,0,6,143,3,1,6
2980,3,0,0,9,143,3,1,9
2980,4,0,0,12,143,3,1,12
2980,5,0,0,15,143,3,1,15
2980,6,0,0,18,143,3,1,18
2980,7,0,0,21,143,3,1,21
2980,8,0,0,24,143,3,1,24
2980,9,0,0,27,143,3,1,27
2980,10,0,0,30,143,3,1,30
2980,11,0,0,33,143,3,1,33
2980,12,0,0,36,143,3,1,36
2980,13,0,0,39,143,3,1,39
2980,14,0,0,42,143,3,1,42
2980,15,0,0,45,143,3,1,45
2980,16,0,0,48,143,3,1,48
2980,17,0,0,51,143,3,1,51
2980,18,0,0,54,143,3,1,54
2980,19,0,0,57,143,3,1,57
2980,20,0,0,60,143,3,1,60
2980,21,0,0,63,143,3,1,63
2980,22,0,0,66,143,3,1,66
2980,23,0,0,69,143,3,1,69
2980,24,0,0,72,143,3,1,72
2980,25,0,0,75,143,3,1,75
2980,26,0,0,78,143,3,1,78
2980,27,0,0,81,143,3,1,81
2980,28,0,0,84,143,3,1,84
2980,29,0,0,87,143,3,1,87
2980,30,0,0,90,143,3,1,90
2980,31,0,0,93,143,3,1,93
2980,32,0,0,96,143,3,1,96
2980,33,0,0,99,143,3,1,99
2980,34,0,0,102,143,3,1,102
2980,35,0,0,105,143,3,1,105
2980,36,0,0,108,143,3,1,108
2980,37,0,0,111,143,3,1,111
2980,38,0,0,114,143,3,1,114
2980,39,0,0,117,143,3,1,117
2980,40,0,0,120,143,3,1,120
2980,41,0,0,123,143,3,1,123
2980,42,0,0,126,143,3,1,126
2980,43,0,0,129,143,3,1,129
2980,44,0,0,132,143,3,1,132
2980,45,0,0,135,143,3,1,135
2980,46,0,0,138,143,3,1,138
2980,47,0,0,141,143,3,1,141
2986,0,0,0,0,143,3,1,0
2986,1,0,0,3,143,3,1,3
2986,2,0,0,6,143,3,1,6
2986,3,0,0,9,143,3,1,9
2986,4,0,0,12,143,3,1,12
2986,5,0,0,15,143,3,1,15
2986,6,0,0,18,143,3,1,18
2986,7,0,0,21,143,3,1,21
2986,8,0,0,24,143,3,1,24
2986,9,0,0,27,143,3,1,27
2986,10,0,0,30,143,3,1,30
2986,11,0,0,33,143,3,1,33
2986,12,0,0,36,143,3,1,36
2986,13,0,0,39,143,3,1,39
2986,14,0,0,42,143,3,1,42
2986,15,0,0,45,143,3,1,45
2986,16,0,0,48,143,3,1,48
2986,17,0,0,51,143,3,1,51
2986,18,0,0,54,143,3,1,54
2986,19,0,0,57,143,3,1,57
2986,20,0,0,60,143,3,1,60
2986,21,0,0,63,143,3,1,63
2986,22,0,0,66,143,3,1,66
2986,23,0,0,69,143,3,1,69
2986,24,0,0,72,143,3,1,72
2986,25,0,0,75,143,3,1,75
2986,26,0,0,78,143,3,1,78
2986,27,0,0,81,143,3,1,81
2986,28,0,0,84,143,3,1,84
2986,29,0,0,87,143,3,1,87
2986,30,0,0,90,143,3,1,90
2986,31,0,0,93,143,3,1,93
2986,32,0,0,96,143,3,1,96
2986,33,0,0,99,143,3,1,99
2986,34,0,0,102,143,3,1,102
2986,35,0,0,105,143,3,1,105
2986,36,0,0,108,143,3,1,108
2986,37,0,0,111,143,3,1,111
2986,38,0,0,114,143,3,1,114
2986,39,0,0,117,143,3,1,117
2986,40,0,0,120,143,3,1,120
2986,41,0,0,123,143,3,1,123
2986,42,0,0,126,143,3,1,126
2986,43,0,0,129,143,3,1,129
2986,44,0,0,132,143,3,1,132
2986,45,0,0,135,143,3,1,135
2986,46,0,0,138,143,3,1,138
2986,47,0,0,141,143,3,1,141
3009,0,3.89,0,107,143,4,0.01,107
3009,1,0.54,0,107,143,2,0.9,107
3009,2,0.25,0,106,143,3,0.8,106
3009,3,0.05,0,111,143,1,0.8,111
3009,4,0.4738,0,0,143,3,1,0
3009,5,0.304166667,0,3,143,3,1,3
3009,6,0.247833333,0,6,143,3,1,6
3009,7,0.2349,0,9,143,3,1,9
3009,8,0.2348,0,12,143,3,1,12
3009,9,0.3199,0,15,143,3,1,15
3009,10,0.554,0,18,143,3,1,18
3009,11,0.314233333,0,21,143,3,1,21
3009,12,0.259066667,0,24,143,3,1,24
3009,13,0.5042,0,27,143,3,1,27
3009,14,0.2522,0,30,143,3,1,30
3009,15,0.240933333,0,33,143,3,1,33
3009,16,0.228766667,0,36,143,3,1,36
3009,17,0.218866667,0,39,143,3,1,39
3009,18,0.211866667,0,42,143,3,1,42
3009,19,0.2224,0,45,143,3,1,45
3009,20,0.223266667,0,48,143,3,1,48
3009,21,0.185266667,0,51,143,3,1,51
3009,22,0.331333333,0,54,143,3,1,54
3009,23,0.284466667,0,57,143,3,1,57
3009,24,0.302333333,0,60,143,3,1,60
3009,25,0.331733333,0,63,143,3,1,63
3009,26,0.5245,0,66,143,3,1,66
3009,27,0.503233333,0,69,143,3,1,69
3009,28,0.446833333,0,72,143,3,1,72
3009,29,0.8858,0,75,143,3,1,75
3009,30,0.9414,0,78,143,3,1,78
3009,31,0.884433333,0,81,143,3,1,81
3009,32,1.199166667,0,84,143,3,1,84
3009,33,0.913466667,0,87,143,3,1,87
3009,34,0.9734,0,90,143,3,1,90
3009,35,1.1961,0,93,143,3,1,93
3009,36,0.975033333,0,96,143,3,1,96
3009,37,0.9756,0,99,143,3,1,99
3009,38,1.097333333,0,102,143,3,1,102
3009,39,0.9961,0,105,143,3,1,105
3009,40,0.890966667,0,108,143,3,1,108
3009,41,0.842566667,0,111,143,3,1,111
3009,42,0.825133333,0,114,143,3,1,114
3009,43,0.746633333,0,117,143,3,1,117
3009,44,0.587366667,0,120,143,3,1,120
3009,45,0.753266667,0,123,143,3,1,123
3009,46,0.356266667,0,126,143,3,1,126
3009,47,0.280966667,0,129,143,3,1,129
3009,48,0.4753,0,132,143,3,1,132
3009,49,0.286166667,0,135,143,3,1,135
3009,50,0.255566667,0,138,143,3,1,138
3009,51,0.254433333,0,141,143,3,1,141
3039,0,0.57,0,77,143,2,0.2,77
3039,1,0.52,0,73,143,2,0.8,73
3039,2,0.49,0,93,143,3,0.4,93
3039,3,0.26,0,88,143,8,0.2,88
3039,4,0.19,0,88,143,5,0.1,88
3039,5,0.17,0,86,143,3,0.3,86
3039,6,0.08,0,88,143,1,0.7,88
3039,7,0.08,0,91,143,5,0.4,91
3039,8,0.01,0,92,143,4,0.5,92
3039,9,4.057433333,0,0,143,3,1,0
3039,10,4.051466667,0,3,143,3,1,3
3039,11,4.051233333,0,6,143,3,1,6
3039,12,4.008433333,0,9,143,3,1,9
3039,13,3.9323,0,12,143,3,1,12
3039,14,3.9317,0,15,143,3,1,15
3039,15,4.0029,0,18,143,3,1,18
3039,16,3.9942,0,21,143,3,1,21
3039,17,3.956066667,0,24,143,3,1,24
3039,18,3.8463,0,27,143,3,1,27
3039,19,3.902333333,0,30,143,3,1,30
3039,20,0.912066667,0,33,143,3,1,33
3039,21,3.920566667,0,36,143,3,1,36
3039,22,3.159566667,0,39,143,3,1,39
3039,23,0.247266667,0,42,143,3,1,42
3039,24,0.339833333,0,45,143,3,1,45
3039,25,0.525166667,0,48,143,3,1,48
3039,26,4.257833333,0,51,143,3,1,51
3039,27,4.102933333,0,54,143,3,1,54
3039,28,4.0276,0,57,143,3,1,57
3039,29,0.3612,0,60,143,3,1,60
3039,30,0.362033333,0,63,143,3,1,63
3039,31,0.3385,0,66,143,3,1,66
3039,32,3.8375,0,69,143,3,1,69
3039,33,4.333433333,0,72,143,3,1,72
3039,34,4.433966667,0,75,143,3,1,75
3039,35,2.335666667,0,78,143,3,1,78
3039,36,0.9525,0,81,143,3,1,81
3039,37,4.7638,0,84,143,3,1,84
3039,38,4.9488,0,87,143,3,1,87
3039,39,4.8436,0,90,143,3,1,90
3039,40,4.6821,0,93,143,3,1,93
3039,41,4.537433333,0,96,143,3,1,96
3039,42,4.523366667,0,99,143,3,1,99
3039,43,1.895533333,0,102,143,3,1,102
3039,44,4.137566667,0,105,143,3,1,105
3039,45,4.3335,0,108,143,3,1,108
3039,46,4.433866667,0,111,143,3,1,111
3039,47,4.380833333,0,114,143,3,1,114
3039,48,4.231733333,0,117,143,3,1,117
3039,49,4.1483,0,120,143,3,1,120
3039,50,4.0403,0,123,143,3,1,123
3039,51,3.954766667,0,126,143,3,1,126
3039,52,3.8513,0,129,143,3,1,129
3039,53,3.8081,0,132,143,3,1,132
3039,54,3.8208,0,135,143,3,1,135
3039,55,3.864266667,0,138,143,3,1,138
3039,56,3.847433333,0,141,143,3,1,141
3273,0,1.56,0,82,143,4,0.5,82
3273,1,1.09,0,82,143,2,0.5,82
3273,2,0.98,0,82,143,2,0.1,82
3273,3,0.43,0,77,143,5,0.8,77
3273,4,0.15,0,83,143,1,0.4,83
3273,5,0.13,0,81,143,1,0.1,81
3273,6,0.12,0,86,143,5,0.6,86
3273,7,0.08,0,78,143,3,1,78
3273,8,0.05,0,85,143,3,0.3,85
3273,9,0.03,0,78,143,4,0.6,78
3273,10,0.0237,0,0,143,3,1,0
3273,11,0.1104,0,3,143,3,1,3
3273,12,0.015,0,6,143,3,1,6
3273,13,0.626066667,0,9,143,3,1,9
3273,14,0.810833333,0,12,143,3,1,12
3273,15,0.390566667,0,15,143,3,1,15
3273,16,0.0907,0,18,143,3,1,18
3273,17,0.036633333,0,21,143,3,1,21
3273,18,0.0232,0,24,143,3,1,24
3273,19,0.100766667,0,27,143,3,1,27
3273,20,0,0,30,143,3,1,30
3273,21,0.070966667,0,33,143,3,1,33
3273,22,0.0502,0,36,143,3,1,36
3273,23,0.0516,0,39,143,3,1,39
3273,24,0.7814,0,42,143,3,1,42
3273,25,0.9519,0,45,143,3,1,45
3273,26,0.277533333,0,48,143,3,1,48
3273,27,0.524833333,0,51,143,3,1,51
3273,28,0.316366667,0,54,143,3,1,54
3273,29,0.127266667,0,57,143,3,1,57
3273,30,1.052766667,0,60,143,3,1,60
3273,31,2.093533333,0,63,143,3,1,63
3273,32,0.793266667,0,66,143,3,1,66
3273,33,0.5129,0,69,143,3,1,69
3273,34,0.334766667,0,72,143,3,1,72
3273,35,1.7408,0,75,143,3,1,75
3273,36,1.578566667,0,78,143,3,1,78
3273,37,0.033033333,0,81,143,3,1,81
3273,38,0.553933333,0,84,143,3,1,84
3273,39,2.2156,0,87,143,3,1,87
3273,40,2.253133333,0,90,143,3,1,90
3273,41,1.377066667,0,93,143,3,1,93
3273,42,0.398233333,0,96,143,3,1,96
3273,43,1.099766667,0,99,143,3,1,99
3273,44,1.260533333,0,102,143,3,1,102
3273,45,1.331966667,0,105,143,3,1,105
3273,46,0.1775,0,108,143,3,1,108
3273,47,0.121066667,0,111,143,3,1,111
3273,48,0.738633333,0,114,143,3,1,114
3273,49,1.0888,0,117,143,3,1,117
3273,50,1.0234,0,120,143,3,1,120
3273,51,0.6619,0,123,143,3,1,123
3273,52,0.4567,0,126,143,3,1,126
3273,53,0.0134,0,129,143,3,1,129
3273,54,0.1048,0,132,143,3,1,132
3273,55,0.720466667,0,135,143,3,1,135
3273,56,0.596033333,0,138,143,3,1,138
3273,57,0.0376,0,141,143,3,1,141
3310,0,0.3764,0,0,143,3,1,0
3310,1,0.550766667,0,3,143,3,1,3
3310,2,0.514533333,0,6,143,3,1,6
3310,3,0.2105,0,9,143,3,1,9
3310,4,0.2689,0,12,143,3,1,12
3310,5,0.267833333,0,15,143,3,1,15
3310,6,0.259966667,0,18,143,3,1,18
3310,7,0.314766667,0,21,143,3,1,21
3310,8,0.312633333,0,24,143,3,1,24
3310,9,0.015533333,0,27,143,3,1,27
3310,10,0.251433333,0,30,143,3,1,30
3310,11,0.2745,0,33,143,3,1,33
3310,12,0.261233333,0,36,143,3,1,36
3310,13,0.263133333,0,39,143,3,1,39
3310,14,0.262433333,0,42,143,3,1,42
3310,15,0.2645,0,45,143,3,1,45
3310,16,0.266366667,0,48,143,3,1,48
3310,17,0.269466667,0,51,143,3,1,51
3310,18,0.273366667,0,54,143,3,1,54
3310,19,0.3272,0,57,143,3,1,57
3310,20,0.3136,0,60,143,3,1,60
3310,21,0.780366667,0,63,143,3,1,63
3310,22,1.269333333,0,66,143,3,1,66
3310,23,0.855333333,0,69,143,3,1,69
3310,24,0.929966667,0,72,143,3,1,72
3310,25,1.562933333,0,75,143,3,1,75
3310,26,1.357466667,0,78,143,3,1,78
3310,27,1.157233333,0,81,143,3,1,81
3310,28,1.703733333,0,84,143,3,1,84
3310,29,1.6056,0,87,143,3,1,87
3310,30,1.407,0,90,143,3,1,90
3310,31,2.0104,0,93,143,3,1,93
3310,32,1.1469,0,96,143,3,1,96
3310,33,1.822566667,0,99,143,3,1,99
3310,34,1.645066667,0,102,143,3,1,102
3310,35,1.157333333,0,105,143,3,1,105
3310,36,1.6888,0,108,143,3,1,108
3310,37,1.179666667,0,111,143,3,1,111
3310,38,0.777466667,0,114,143,3,1,114
3310,39,0.787,0,117,143,3,1,117
3310,40,0.6139,0,120,143,3,1,120
3310,41,0.5407,0,123,143,3,1,123
3310,42,0.512,0,126,143,3,1,126
3310,43,0.004,0,129,143,3,1,129
3310,44,0.004,0,132,143,3,1,132
3310,45,0.004,0,135,143,3,1,135
3310,46,0.3367,0,138,143,3,1,138
3310,47,0.297366667,0,141,143,3,1,141
3413,0,0.9775,0,0,143,3,1,0
3413,1,0.856966667,0,3,143,3,1,3
3413,2,0.9334,0,6,143,3,1,6
3413,3,0.990433333,0,9,143,3,1,9
3413,4,0.7959,0,12,143,3,1,12
3413,5,0.677433333,0,15,143,3,1,15
3413,6,0.9038,0,18,143,3,1,18
3413,7,0.8368,0,21,143,3,1,21
3413,8,0.924266667,0,24,143,3,1,24
3413,9,0.966366667,0,27,143,3,1,27
3413,10,0.847966667,0,30,143,3,1,30
3413,11,0.9031,0,33,143,3,1,33
3413,12,0.7575,0,36,143,3,1,36
3413,13,0.542266667,0,39,143,3,1,39
3413,14,0.9163,0,42,143,3,1,42
3413,15,0.947066667,0,45,143,3,1,45
3413,16,0.9403,0,48,143,3,1,48
3413,17,0.967733333,0,51,143,3,1,51
3413,18,1.063933333,0,54,143,3,1,54
3413,19,0.4315,0,57,143,3,1,57
3413,20,0.763833333,0,60,143,3,1,60
3413,21,0.862033333,0,63,143,3,1,63
3413,22,0.873866667,0,66,143,3,1,66
3413,23,0.8025,0,69,143,3,1,69
3413,24,0.972733333,0,72,143,3,1,72
3413,25,0.9293,0,75,143,3,1,75
3413,26,0.883933333,0,78,143,3,1,78
3413,27,1.0229,0,81,143,3,1,81
3413,28,1.2146,0,84,143,3,1,84
3413,29,1.1535,0,87,143,3,1,87
3413,30,1.504233333,0,90,143,3,1,90
3413,31,1.0207,0,93,143,3,1,93
3413,32,1.444433333,0,96,143,3,1,96
3413,33,1.035633333,0,99,143,3,1,99
3413,34,1.845033333,0,102,143,3,1,102
3413,35,1.165033333,0,105,143,3,1,105
3413,36,1.3789,0,108,143,3,1,108
3413,37,1.314333333,0,111,143,3,1,111
3413,38,1.129166667,0,114,143,3,1,114
3413,39,0.971133333,0,117,143,3,1,117
3413,40,1.311633333,0,120,143,3,1,120
3413,41,1.0287,0,123,143,3,1,123
3413,42,0.925233333,0,126,143,3,1,126
3413,43,1.177733333,0,129,143,3,1,129
3413,44,1.405866667,0,132,143,3,1,132
3413,45,0.954633333,0,135,143,3,1,135
3413,46,0.931166667,0,138,143,3,1,138
3413,47,1.601466667,0,141,143,3,1,141
3456,0,0.69,0,142,143,2,0.8,142
3456,1,0.21,0,137,143,5,0.2,137
3456,2,0.07,0,142,143,1,0.2,142
3456,3,0.686633333,0,0,143,3,1,0
3456,4,0.706066667,0,3,143,3,1,3
3456,5,0.721966667,0,6,143,3,1,6
3456,6,0.638833333,0,9,143,3,1,9
3456,7,0.4789,0,12,143,3,1,12
3456,8,0.4326,0,15,143,3,1,15
3456,9,0.6494,0,18,143,3,1,18
3456,10,0.718733333,0,21,143,3,1,21
3456,11,0.245366667,0,24,143,3,1,24
3456,12,0.599466667,0,27,143,3,1,27
3456,13,0.701633333,0,30,143,3,1,30
3456,14,0.167233333,0,33,143,3,1,33
3456,15,0.6366,0,36,143,3,1,36
3456,16,0.234833333,0,39,143,3,1,39
3456,17,0.487966667,0,42,143,3,1,42
3456,18,0.377333333,0,45,143,3,1,45
3456,19,0.403933333,0,48,143,3,1,48
3456,20,0.553933333,0,51,143,3,1,51
3456,21,0.229833333,0,54,143,3,1,54
3456,22,0.512333333,0,57,143,3,1,57
3456,23,0.629733333,0,60,143,3,1,60
3456,24,0.551,0,63,143,3,1,63
3456,25,0.5643,0,66,143,3,1,66
3456,26,0.644466667,0,69,143,3,1,69
3456,27,0.749266667,0,72,143,3,1,72
3456,28,1.035366667,0,75,143,3,1,75
3456,29,0.693233333,0,78,143,3,1,78
3456,30,1.084666667,0,81,143,3,1,81
3456,31,1.174433333,0,84,143,3,1,84
3456,32,0.786,0,87,143,3,1,87
3456,33,1.553433333,0,90,143,3,1,90
3456,34,0.9354,0,93,143,3,1,93
3456,35,1.381266667,0,96,143,3,1,96
3456,36,1.2188,0,99,143,3,1,99
3456,37,1.149166667,0,102,143,3,1,102
3456,38,1.3506,0,105,143,3,1,105
3456,39,0.868633333,0,108,143,3,1,108
3456,40,1.447633333,0,111,143,3,1,111
3456,41,0.795966667,0,114,143,3,1,114
3456,42,1.517233333,0,117,143,3,1,117
3456,43,0.842433333,0,120,143,3,1,120
3456,44,0.880333333,0,123,143,3,1,123
3456,45,0.899033333,0,126,143,3,1,126
3456,46,0.6439,0,129,143,3,1,129
3456,47,0.7291,0,132,143,3,1,132
3456,48,0.184266667,0,135,143,3,1,135
3456,49,0.8518,0,138,143,3,1,138
3456,50,0.735633333,0,141,143,3,1,141
3482,0,3.27,0,23,143,2,0.2,23
3482,1,3.26,0,15,143,4,0.6,15
3482,2,2.85,0,23,143,1,0.3,23
3482,3,2.23,0,21,143,1,0.1,21
3482,4,0.34,0,14,143,3,0.1,14
3482,5,0.01,0,13,143,4,0.5,13
3482,6,0.01,0,20,143,5,0.8,20
3482,7,1.051633333,0,0,143,3,1,0
3482,8,0.991566667,0,3,143,3,1,3
3482,9,0.945733333,0,6,143,3,1,6
3482,10,0.821166667,0,9,143,3,1,9
3482,11,0.731266667,0,12,143,3,1,12
3482,12,0.736933333,0,15,143,3,1,15
3482,13,0.770033333,0,18,143,3,1,18
3482,14,0.810633333,0,21,143,3,1,21
3482,15,0.619733333,0,24,143,3,1,24
3482,16,0.667166667,0,27,143,3,1,27
3482,17,0.631,0,30,143,3,1,30
3482,18,0.516766667,0,33,143,3,1,33
3482,19,0.839133333,0,36,143,3,1,36
3482,20,0.630133333,0,39,143,3,1,39
3482,21,0.491866667,0,42,143,3,1,42
3482,22,0.7703,0,45,143,3,1,45
3482,23,0.077966667,0,48,143,3,1,48
3482,24,0.041833333,0,51,143,3,1,51
3482,25,0.101033333,0,54,143,3,1,54
3482,26,0.098566667,0,57,143,3,1,57
3482,27,0.035166667,0,60,143,3,1,60
3482,28,0.094133333,0,63,143,3,1,63
3482,29,0.101366667,0,66,143,3,1,66
3482,30,0.042366667,0,69,143,3,1,69
3482,31,0.091633333,0,72,143,3,1,72
3482,32,0.1084,0,75,143,3,1,75
3482,33,0.044233333,0,78,143,3,1,78
3482,34,0.451466667,0,81,143,3,1,81
3482,35,0.503533333,0,84,143,3,1,84
3482,36,0.056633333,0,87,143,3,1,87
3482,37,0.572833333,0,90,143,3,1,90
3482,38,0.7718,0,93,143,3,1,93
3482,39,0.435766667,0,96,143,3,1,96
3482,40,0.8142,0,99,143,3,1,99
3482,41,0.512166667,0,102,143,3,1,102
3482,42,0.7714,0,105,143,3,1,105
3482,43,0.807666667,0,108,143,3,1,108
3482,44,0.8014,0,111,143,3,1,111
3482,45,0.565,0,114,143,3,1,114
3482,46,0.607866667,0,117,143,3,1,117
3482,47,0.7064,0,120,143,3,1,120
3482,48,0.4375,0,123,143,3,1,123
3482,49,0.421133333,0,126,143,3,1,126
3482,50,0.587366667,0,129,143,3,1,129
3482,51,1.446033333,0,132,143,3,1,132
3482,52,1.1832,0,135,143,3,1,135
3482,53,1.0333,0,138,143,3,1,138
3482,54,0.899966667,0,141,143,3,1,141
3506,0,0.21,0,87,143,1,0.5,87
3506,1,0.13,0,89,143,2,1,89
3506,2,0.12,0,91,143,3,0.4,91
3506,3,0.1,0,89,143,1,0.4,89
3506,4,0.08,0,89,143,1,0.6,89
3506,5,0.07,0,68,143,1,0.9,68
3506,6,0.06,0,99,143,7,0.3,99
3506,7,0.05,0,89,143,9,0.2,89
3506,8,0.04,0,121,143,1,0.9,121
3506,9,0.03,0,85,143,4,0.4,85
3506,10,0.02,0,87,143,1,0.9,87
3506,11,0.01,0,84,143,5,0.8,84
3506,12,0.01,0,122,143,1,0.1,122
3506,13,1.531766667,0,0,143,3,1,0
3506,14,1.739766667,0,3,143,3,1,3
3506,15,1.7531,0,6,143,3,1,6
3506,16,1.322033333,0,9,143,3,1,9
3506,17,0.7943,0,12,143,3,1,12
3506,18,1.254666667,0,15,143,3,1,15
3506,19,0.5383,0,18,143,3,1,18
3506,20,1.127166667,0,21,143,3,1,21
3506,21,0.688,0,24,143,3,1,24
3506,22,0.5333,0,27,143,3,1,27
3506,23,0.9153,0,30,143,3,1,30
3506,24,0.562366667,0,33,143,3,1,33
3506,25,0.418433333,0,36,143,3,1,36
3506,26,0.769833333,0,39,143,3,1,39
3506,27,0.7146,0,42,143,3,1,42
3506,28,0.4474,0,45,143,3,1,45
3506,29,0.532333333,0,48,143,3,1,48
3506,30,0.619433333,0,51,143,3,1,51
3506,31,0.172466667,0,54,143,3,1,54
3506,32,0.3523,0,57,143,3,1,57
3506,33,0.377366667,0,60,143,3,1,60
3506,34,0.1095,0,63,143,3,1,63
3506,35,0.835866667,0,66,143,3,1,66
3506,36,0.6034,0,69,143,3,1,69
3506,37,0.990933333,0,72,143,3,1,72
3506,38,1.0207,0,75,143,3,1,75
3506,39,1.3544,0,78,143,3,1,78
3506,40,1.399433333,0,81,143,3,1,81
3506,41,1.317433333,0,84,143,3,1,84
3506,42,2.031033333,0,87,143,3,1,87
3506,43,2.0817,0,90,143,3,1,90
3506,44,1.914133333,0,93,143,3,1,93
3506,45,2.1422,0,96,143,3,1,96
3506,46,1.880733333,0,99,143,3,1,99
3506,47,1.6201,0,102,143,3,1,102
3506,48,1.181266667,0,105,143,3,1,105
3506,49,1.514966667,0,108,143,3,1,108
3506,50,1.3491,0,111,143,3,1,111
3506,51,0.2263,0,114,143,3,1,114
3506,52,1.178233333,0,117,143,3,1,117
3506,53,1.134266667,0,120,143,3,1,120
3506,54,0.504666667,0,123,143,3,1,123
3506,55,0.793966667,0,126,143,3,1,126
3506,56,0.7144,0,129,143,3,1,129
3506,57,0.7571,0,132,143,3,1,132
3506,58,0.586366667,0,135,143,3,1,135
3506,59,0.577466667,0,138,143,3,1,138
3506,60,2.018666667,0,141,143,3,1,141
