,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,20.298,29,100,5,0,piece-wise,59599,397746.0,-5.674,1.69,11.27,-5.669,27483905.0,2781107450.8,-100.19,27483905.0,2781107450.8,-100.19
1,0,optimal_fw,0.011,29,100,5,0,piece-wise,59599,41248.7626957283,0.308,1.69,1.17,0.308,27483905.0,23853630.95,0.132,27483905.0,23853630.95,0.132
2,0,heuristic,0.084,11,100,5,0,piece-wise,59599,80647.0,-0.353,1.69,2.29,-0.355,27483905.0,130253191.6,-3.739,27483905.0,130253191.6,-3.739
3,0,heuristic_fw,0.029,11,100,5,0,piece-wise,59599,37519.72749999408,0.37,1.69,1.06,0.373,27483905.0,23806101.25,0.134,27483905.0,23806101.25,0.134
4,0,optimal,29.697,19,100,5,1,piece-wise,59599,127269.0,-1.135,1.69,3.61,-1.136,27483905.0,805430583.8,-28.306,27483905.0,805423443.8,-28.305
5,0,optimal_fw,0.017,19,100,5,1,piece-wise,59599,37928.477774478684,0.364,1.69,1.07,0.367,27483905.0,23827555.997347005,0.133,27483905.0,23827549.21,0.133
6,0,heuristic,0.086,21,100,5,1,piece-wise,59599,119996.0,-1.013,1.69,3.4,-1.012,27483905.0,600706124.0,-20.857,27483905.0,600701127.0,-20.856
7,0,heuristic_fw,0.014,21,100,5,1,piece-wise,59599,38744.16838158707,0.35,1.69,1.1,0.349,27483905.0,23829525.569733772,0.133,27483905.0,23829518.73,0.133
8,0,optimal,26.912,19,100,5,5,piece-wise,59599,129501.0,-1.173,1.69,3.67,-1.172,27483905.0,861647621.8,-30.351,27483905.0,861620401.8,-30.35
9,0,optimal_fw,0.016,19,100,5,5,piece-wise,59599,37947.961597606336,0.363,1.69,1.08,0.361,27483905.0,23829866.026621573,0.133,27483905.0,23829643.5,0.133
10,0,heuristic,0.09,16,100,5,5,piece-wise,59599,179560.0,-2.013,1.69,5.09,-2.012,27483905.0,1715746281.0,-61.427,27483905.0,1715684906.0,-61.425
11,0,heuristic_fw,0.018,16,100,5,5,piece-wise,59599,38039.68773831649,0.362,1.69,1.08,0.361,27483905.0,23832081.79874711,0.133,27483905.0,23831825.57,0.133
12,0,optimal,27.53,18,100,5,10,piece-wise,59599,271722.0,-3.559,1.69,7.7,-3.556,27483905.0,1647201726.0,-58.933,27483905.0,1647047226.0,-58.928
13,0,optimal_fw,0.018,18,100,5,10,piece-wise,59599,38234.440008944286,0.358,1.69,1.08,0.361,27483905.0,23830379.21883254,0.133,27483905.0,23830239.83,0.133
14,0,heuristic,0.087,15,100,5,10,piece-wise,59599,182357.0,-2.06,1.69,5.17,-2.059,27483905.0,1148929331.1,-40.804,27483905.0,1148853411.1,-40.801
15,0,heuristic_fw,0.018,15,100,5,10,piece-wise,59599,38512.57668149092,0.354,1.69,1.09,0.355,27483905.0,23831777.650368396,0.133,27483905.0,23831625.52,0.133
16,0,optimal,27.47,10,100,5,50,piece-wise,59599,220541.0,-2.7,1.69,6.25,-2.698,27483905.0,1160188438.6,-41.213,27483905.0,1159916538.6,-41.203
17,0,optimal_fw,0.028,10,100,5,50,piece-wise,59599,39304.40860855981,0.341,1.69,1.11,0.343,27483905.0,23842267.39600066,0.133,27483905.0,23841320.0,0.133
18,0,heuristic,0.083,9,100,5,50,piece-wise,59599,178233.0,-1.991,1.69,5.05,-1.988,27483905.0,1268387639.7,-45.15,27483905.0,1268074789.7,-45.139
19,0,heuristic_fw,0.028,9,100,5,50,piece-wise,59599,40180.94474151707,0.326,1.69,1.14,0.325,27483905.0,23849523.186048955,0.132,27483905.0,23848148.4,0.132
20,0,optimal,27.891,11,100,5,100,piece-wise,59599,179880.0,-2.018,1.69,5.1,-2.018,27483905.0,937918258.7,-33.126,27483905.0,937595058.7,-33.114
21,0,optimal_fw,0.024,11,100,5,100,piece-wise,59599,39499.39960579103,0.337,1.69,1.12,0.337,27483905.0,23844667.006903227,0.132,27483905.0,23843819.52,0.132
22,0,heuristic,0.089,11,100,5,100,piece-wise,59599,152511.0,-1.559,1.69,4.32,-1.556,27483905.0,705295529.6,-24.662,27483905.0,705016029.6,-24.652
23,0,heuristic_fw,0.022,11,100,5,100,piece-wise,59599,40450.586470225026,0.321,1.69,1.15,0.32,27483905.0,23853385.88107857,0.132,27483905.0,23852318.61,0.132
24,0,optimal,30.044,7,100,5,500,piece-wise,59599,85122.0,-0.428,1.69,2.41,-0.426,27483905.0,148948945.2,-4.419,27483905.0,148579945.2,-4.406
25,0,optimal_fw,0.027,7,100,5,500,piece-wise,59599,42485.74576071735,0.287,1.69,1.2,0.29,27483905.0,23902803.220907267,0.13,27483905.0,23900518.98,0.13
26,0,heuristic,0.084,7,100,5,500,piece-wise,59599,79271.0,-0.33,1.69,2.25,-0.331,27483905.0,105816837.3,-2.85,27483905.0,105319837.3,-2.832
27,0,heuristic_fw,0.021,7,100,5,500,piece-wise,59599,43374.18457493026,0.272,1.69,1.23,0.272,27483905.0,23921775.390789047,0.13,27483905.0,23919481.66,0.13
28,0,optimal,32.843,7,100,5,1000,piece-wise,59599,72061.0,-0.209,1.69,2.04,-0.207,27483905.0,56226762.1,-1.046,27483905.0,55950762.1,-1.036
29,0,optimal_fw,0.022,7,100,5,1000,piece-wise,59599,43639.88840256458,0.268,1.69,1.24,0.266,27483905.0,23964255.681342598,0.128,27483905.0,23963928.03,0.128
30,0,heuristic,0.085,4,100,5,1000,piece-wise,59599,59922.0,-0.005,1.69,1.7,-0.006,27483905.0,26880087.7,0.022,27483905.0,26500087.7,0.036
31,0,heuristic_fw,0.035,4,100,5,1000,piece-wise,59599,43532.58212436429,0.27,1.69,1.23,0.272,27483905.0,23970333.041184,0.128,27483905.0,23959210.94,0.128
32,0,optimal,34.915,4,100,5,5000,piece-wise,59599,59013.0,0.01,1.69,1.67,0.012,27483905.0,25681400.9,0.066,27483905.0,25056400.9,0.088
33,0,optimal_fw,0.025,4,100,5,5000,piece-wise,59599,48551.99361047619,0.185,1.69,1.38,0.183,27483905.0,24262026.3448,0.117,27483905.0,24202422.0,0.119
34,0,heuristic,0.091,4,100,5,5000,piece-wise,59599,50784.0,0.148,1.69,1.44,0.148,27483905.0,25550038.9,0.07,27483905.0,24320038.9,0.115
35,0,heuristic_fw,0.019,4,100,5,5000,piece-wise,59599,48781.85952767861,0.181,1.69,1.38,0.183,27483905.0,24332514.72184,0.115,27483905.0,24293268.01,0.116
36,0,optimal,32.485,4,100,5,10000,piece-wise,59599,50784.0,0.148,1.69,1.44,0.148,27483905.0,25156539.1,0.085,27483905.0,24436539.1,0.111
37,0,optimal_fw,0.019,4,100,5,10000,piece-wise,59599,49204.91844421015,0.174,1.69,1.39,0.178,27483905.0,24419993.02656,0.111,27483905.0,24375501.44,0.113
38,0,heuristic,0.084,4,100,5,10000,piece-wise,59599,50784.0,0.148,1.69,1.44,0.148,27483905.0,26268082.7,0.044,27483905.0,24348082.7,0.114
39,0,heuristic_fw,0.014,4,100,5,10000,piece-wise,59599,50784.44522116651,0.148,1.69,1.44,0.148,27483905.0,24590742.240000002,0.105,27483905.0,24535971.78,0.107
