no_households,no_tasks,algorithm,penalty_weight,cost_function_type,Average run_time,No_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
100,10,heuristic,10,piece-wise,0.068,9,113704,271355.0,-1.387,1.66,3.96,-1.386,58506483.6,172894861.5,-1.955,58506483.6,172403261.5,-1.947
100,10,heuristic_fw,10,piece-wise,0.001,9,113704,75723.90389431336,0.334,1.66,1.1,0.337,58506483.6,46645808.3178383,0.203,58506483.6,46640437.2,0.203
