,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,0.585,2,5,5,0,piece-wise,18000,30401.0,-0.689,8.73,14.74,-0.688,1688192.0,7774331.8,-3.605,1688192.0,7774331.8,-3.605
optimal_fw,0.005,2,5,5,0,piece-wise,18000,11492.40238244575,0.362,8.73,5.57,0.362,1688192.0,1388108.19,0.178,1688192.0,1388108.19,0.178
heuristic,0.004,2,5,5,0,piece-wise,18000,18630.0,-0.035,8.73,9.03,-0.034,1688192.0,2258806.0,-0.338,1688192.0,2258806.0,-0.338
heuristic_fw,0.006,2,5,5,0,piece-wise,18000,9392.057625476618,0.478,8.73,4.55,0.479,1688192.0,1386341.22,0.179,1688192.0,1386341.22,0.179
