,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.095,12,10,10,piece-wise,127840,356336.0,-1.787,1.68,4.69,-1.792,65878743.0,287751843.2,-3.368,65878743.0,286545643.2,-3.35
heuristic_fw,0.001,12,10,10,piece-wise,127840,87144.86634747298,0.318,1.68,1.15,0.315,65878743.0,51737394.10772953,0.215,65878743.0,51722373.99,0.215
