,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,788.089,24,5000,5,50,piece-wise,2476025,4415911.0,-0.783,1.22,2.17,-0.779,1665692020.6,16741456707.7,-9.051,1665692020.6,16739192507.7,-9.049
optimal_fw,0.007,24,5000,5,50,piece-wise,2476025,2097437.1709046476,0.153,1.22,1.03,0.156,1665692020.6,1500814886.7874765,0.099,1665692020.6,1500805122.24,0.099
heuristic,2.526,18,5000,5,50,piece-wise,2476025,30033934.0,-11.13,1.22,14.79,-11.123,1665692020.6,93412925419.2,-55.081,1665692020.6,93371119119.2,-55.055
heuristic_fw,0.009,18,5000,5,50,piece-wise,2476025,2126240.377348953,0.141,1.22,1.05,0.139,1665692020.6,1501264427.2777398,0.099,1665692020.6,1501223285.95,0.099
