,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.036,3,40,10,10,piece-wise,85256,85256.0,0.0,3.05,3.05,0.0,21961044.1,21982144.1,-0.001,21961044.1,21961044.1,0.0
heuristic_fw,0.002,3,40,10,10,piece-wise,85256,47844.0,0.439,3.05,1.71,0.439,21961044.1,18829741.5218,0.143,21961044.1,18828021.41,0.143
