,0,1,2
max_demand,29302.0,19892.841705727955,19892.841705727955
cost,3548389.0,3022620.45,3022620.45
PAR,6.53,4.43,4.43
total_demand,215496.0,215495.99999999997,215495.99999999997
inconvenient,0.0,0.0,0.0
run_time,0.0,0.024853944778442383,0.0005300045013427734
objective,3548389.0,3022620.45,3022620.45
step_size,1.0,0.3850000000000002,0.0
