,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.039,6,10,10,piece-wise,80117,98635.0,-0.231,2.28,2.81,-0.232,28408890.5,48405909.7,-0.704,28408890.5,48276509.7,-0.699
heuristic_fw,0.002,6,10,10,piece-wise,80117,48045.55954058544,0.4,2.28,1.37,0.399,28408890.5,23694553.037625775,0.166,28408890.5,23690719.04,0.166
