,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,748.93,21,5000,5,50,piece-wise,2529246,7708350.0,-2.048,1.26,3.83,-2.04,1636541560.4,43325422611.0,-25.474,1636541560.4,43317716011.0,-25.469
optimal_fw,0.01,21,5000,5,50,piece-wise,2529246,2085411.4401771629,0.175,1.26,1.04,0.175,1636541560.4,1446653120.2039025,0.116,1636541560.4,1446647030.89,0.116
heuristic,2.63,20,5000,5,50,piece-wise,2529246,4517901.0,-0.786,1.26,2.25,-0.786,1636541560.4,24127771722.4,-13.743,1636541560.4,24124053272.4,-13.741
heuristic_fw,0.01,20,5000,5,50,piece-wise,2529246,2075073.4800003907,0.18,1.26,1.03,0.183,1636541560.4,1446457424.1499841,0.116,1636541560.4,1446453543.18,0.116
