,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,807.516,13,5000,5,10000,piece-wise,2449363,2595076.0,-0.059,1.22,1.29,-0.057,1641650390.2,2334673118.0,-0.422,1641650390.2,2252743118.0,-0.372
optimal_fw,0.01,13,5000,5,10000,piece-wise,2449363,2204259.7217125893,0.1,1.22,1.1,0.098,1641650390.2,1541376992.2247162,0.061,1641650390.2,1541292662.9,0.061
heuristic,1.911,4,5000,5,10000,piece-wise,2449363,4457020.0,-0.82,1.22,2.21,-0.811,1641650390.2,13510089580.8,-7.23,1641650390.2,13106869580.8,-6.984
heuristic_fw,0.013,4,5000,5,10000,piece-wise,2449363,2300155.425028462,0.061,1.22,1.14,0.066,1641650390.2,1572340531.7176,0.042,1641650390.2,1571937571.66,0.042
