,repeat,algorithm,average_run_time,no_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
0,0,optimal,1.498,4,10,5,0,piece-wise,23855,65767.0,-1.757,4.73,13.03,-1.755,3797311.0,243623815.5,-63.157,3797311.0,243623815.5,-63.157
1,0,optimal_fw,0.009,4,10,5,0,piece-wise,23855,16288.162957218643,0.317,4.73,3.23,0.317,3797311.0,3397754.31,0.105,3797311.0,3397754.31,0.105
2,0,heuristic,0.009,4,10,5,0,piece-wise,23855,31280.0,-0.311,4.73,6.2,-0.311,3797311.0,20944726.4,-4.516,3797311.0,20944726.4,-4.516
3,0,heuristic_fw,0.007,4,10,5,0,piece-wise,23855,12194.183304340728,0.489,4.73,2.42,0.488,3797311.0,3391752.03,0.107,3797311.0,3391752.03,0.107
4,0,optimal,2.92,4,10,5,1,piece-wise,23855,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
5,0,optimal_fw,0.009,4,10,5,1,piece-wise,23855,14997.123849634992,0.371,4.73,2.97,0.372,3797311.0,3394709.282384996,0.106,3797311.0,3394709.51,0.106
6,0,heuristic,0.008,4,10,5,1,piece-wise,23855,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797344.0,-0.0,3797311.0,3797311.0,0.0
7,0,heuristic_fw,0.01,4,10,5,1,piece-wise,23855,14600.696994519662,0.388,4.73,2.89,0.389,3797311.0,3394195.882453953,0.106,3797311.0,3394186.57,0.106
8,0,optimal,3.145,4,10,5,5,piece-wise,23855,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797311.0,0.0,3797311.0,3797311.0,0.0
9,0,optimal_fw,0.009,4,10,5,5,piece-wise,23855,14997.123849634992,0.371,4.73,2.97,0.372,3797311.0,3394708.3719249796,0.106,3797311.0,3394709.51,0.106
10,0,heuristic,0.007,4,10,5,5,piece-wise,23855,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797476.0,-0.0,3797311.0,3797311.0,0.0
