no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic,0,piece-wise,0.5,0.0095,3.0,26578.5,25575.0,0.005500000000000005,5.630000000000001,5.3149999999999995,0.005500000000000005,3672850.0,11982949.2,-2.1835,3672850.0,11982949.2,-2.1835
10,5,heuristic,1,piece-wise,0.5,0.011,3.0,26578.5,26578.5,0.0,5.630000000000001,5.630000000000001,0.0,3672850.0,3672885.0,0.0,3672850.0,3672850.0,0.0
10,5,heuristic,5,piece-wise,0.0,0.007,4.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797476.0,0.0,3797311.0,3797311.0,0.0
10,5,heuristic,10,piece-wise,0.0,0.008,4.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3797641.0,0.0,3797311.0,3797311.0,0.0
10,5,heuristic,50,piece-wise,0.0,0.009,4.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3798961.0,0.0,3797311.0,3797311.0,0.0
10,5,heuristic,100,piece-wise,0.0,0.009,3.0,23855.0,23855.0,0.0,4.73,4.73,0.0,3797311.0,3800611.0,-0.001,3797311.0,3797311.0,0.0
10,5,heuristic,500,piece-wise,0.0,0.009,3.0,23855.0,19200.0,0.195,4.73,3.8,0.197,3797311.0,3448149.0,0.092,3797311.0,3424649.0,0.098
10,5,heuristic,1000,piece-wise,0.0,0.007,3.0,23855.0,26200.0,-0.098,4.73,5.19,-0.097,3797311.0,9135049.0,-1.406,3797311.0,9074049.0,-1.39
10,5,heuristic,5000,piece-wise,0.0,0.009,3.0,23855.0,26200.0,-0.098,4.73,5.19,-0.097,3797311.0,9442086.2,-1.487,3797311.0,9087086.2,-1.393
10,5,heuristic,10000,piece-wise,0.0,0.019,2.0,23855.0,26200.0,-0.098,4.73,5.19,-0.097,3797311.0,9797086.2,-1.58,3797311.0,9087086.2,-1.393
10,5,heuristic_fw,0,piece-wise,0.5,0.0095,3.0,26578.5,13695.973108161865,0.485,5.630000000000001,2.9050000000000002,0.4845,3672850.0,3204362.915,0.1285,3672850.0,3204362.915,0.1285
10,5,heuristic_fw,1,piece-wise,0.5,0.011,3.0,26578.5,14990.135753901854,0.4315,5.630000000000001,3.16,0.432,3672850.0,3205714.3302269764,0.128,3672850.0,3205632.205,0.128
10,5,heuristic_fw,5,piece-wise,0.0,0.01,4.0,23855.0,14600.696994519662,0.388,4.73,2.89,0.389,3797311.0,3394233.132269765,0.106,3797311.0,3394186.57,0.106
10,5,heuristic_fw,10,piece-wise,0.0,0.009,4.0,23855.0,14531.330029457955,0.391,4.73,2.88,0.391,3797311.0,3394324.1647757296,0.106,3797311.0,3394224.26,0.106
10,5,heuristic_fw,50,piece-wise,0.0,0.009,4.0,23855.0,14519.443608421736,0.391,4.73,2.88,0.391,3797311.0,3394887.3673804,0.106,3797311.0,3394583.62,0.106
10,5,heuristic_fw,100,piece-wise,0.0,0.011,3.0,23855.0,14886.612856540103,0.376,4.73,2.95,0.376,3797311.0,3397418.7638,0.105,3797311.0,3395654.57,0.106
