,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.136,8,150,10,10,piece-wise,192097,810473.0,-3.219,1.72,7.27,-3.227,88756312.3,397394651.2,-3.477,88756312.3,396430551.2,-3.467
heuristic_fw,0.002,8,150,10,10,piece-wise,192097,129313.0247806256,0.327,1.72,1.16,0.326,88756312.3,75631063.4531544,0.148,88756312.3,75620389.07,0.148
