,average_run_time,No_iterations,no_households,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
optimal,30.81,5,40,10,10,piece-wise,65434,99165.0,-0.515,2.15,3.26,-0.516,25215500.5,40735491.7,-0.615,25215500.5,40637791.7,-0.612
optimal_fw,0.003,5,40,10,10,piece-wise,65434,39443.9778326308,0.397,2.15,1.3,0.395,25215500.5,20493389.181257345,0.187,25215500.5,20491896.91,0.187
heuristic,0.054,5,40,10,10,piece-wise,65434,92718.0,-0.417,2.15,3.05,-0.419,25215500.5,44747917.4,-0.775,25215500.5,44615717.4,-0.769
heuristic_fw,0.003,5,40,10,10,piece-wise,65434,39563.331124557306,0.395,2.15,1.3,0.395,25215500.5,20495094.093219977,0.187,25215500.5,20492187.11,0.187
