,0,1,2
run_time,0.0,0.007,0.006
total_demand,180251.0,180251.0,180251.0
step_size,1.0,0.4810000000000003,0.0
cost,2802030.6,2990492.6,2802030.6
PAR,3.93,4.03,3.93
max_demand,14747.0,15145.0,14747.0
objective,2802030.6,2993842.6,2802690.6
inconvenient,0.0,3350.0,660.0
