,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.085,11,10,10,piece-wise,136191,424951.0,-2.12,1.76,5.48,-2.114,70356826.4,309001657.5,-3.392,70356826.4,307634857.5,-3.372
heuristic_fw,0.001,11,10,10,piece-wise,136191,89167.77941702401,0.345,1.76,1.15,0.347,70356826.4,52808252.58651771,0.249,70356826.4,52793731.59,0.25
