no_households,no_tasks,algorithm,penalty_weight,cost_function_type,repeat,average_run_time_per_iteration,no_iterations,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
10,5,heuristic,1,piece-wise,0,0.598,6,776259,838388.0,-0.08,2.26,2.44,-0.08,272319170.1,269984025.7,0.009,272319170.1,269875695.3,0.009
10,5,heuristic_fw,1,piece-wise,0,0.009,6,776259,693914.6646272411,0.106,2.26,2.02,0.106,272319170.1,242110316.9269645,0.111,272319170.1,242090662.02,0.111
