,Average run_time,No_iterations,no_tasks,penalty_weight,cost_function_type,max_demand initial,max_demand final,max_demand reduction,PAR initial,PAR final,PAR reduction,objective initial,objective final,objective reduction,cost initial,cost final,cost reduction
heuristic,0.084,8,10,10,piece-wise,137690,571476.0,-3.15,1.69,7.01,-3.148,69934897.8,336691787.1,-3.814,69934897.8,335413487.1,-3.796
heuristic_fw,0.001,8,10,10,piece-wise,137690,93545.67858581628,0.321,1.69,1.15,0.32,69934897.8,55505030.27706168,0.206,69934897.8,55491720.04,0.207
